Course	Room	Teacher	Time	Students
836	312	293	11	1788 2617 7814 744 4267 8742 5974 7650 6892 8340 5478 4047 4697 879 4743 4709 2221 4868 8800 8738 8840 8904 5805 4310 2239 757 303 900 3015 5753 1555 6957 6468 6758 7085 3448 6116 3507 6473 1470 412 1667 4951 7547 
83	637	29	12	3593 3927 2471 8984 2096 5509 434 2941 2052 8033 1058 3431 4004 5702 6955 6688 6061 4988 4865 4196 5147 1218 1933 1491 5737 6669 6936 7483 1869 9024 3644 6919 4429 7373 8896 4753 1809 4486 2169 511 2515 3098 4977 1539 
103	637	375	1	2616 5176 8253 3499 158 980 336 317 8444 5606 4558 1907 3538 5051 8407 8941 4828 4943 6248 3854 2269 4597 2388 2017 6365 1655 774 148 38 4257 8904 8413 4509 7949 6568 3205 6139 5833 3564 5714 5085 1104 6892 
943	559	333	1	6837 4306 8177 2433 1073 4448 7954 1925 2569 7097 2881 6108 7365 7494 5097 289 300 2248 4598 7531 2604 7302 5063 4339 443 440 3171 4061 5321 5511 268 7706 4931 3429 5260 8865 4541 5349 1768 5697 5695 5810 6338 
216	312	481	2	4364 3774 1343 2223 7651 5474 4021 8781 6620 8524 7078 5434 5829 5043 6470 3790 4143 2589 1253 1399 1756 5023 8902 4339 4253 8774 2553 6442 306 386 367 7243 5106 3528 4429 7717 6350 6298 4011 8305 6260 6607 7992 
194	291	125	1	8231 3804 1899 3309 6923 3233 4128 8196 834 6575 2208 4386 4671 2171 187 8840 3084 4841 1405 997 8754 8142 461 6803 7940 8790 5125 5042 79 7218 3688 8713 4074 5304 8089 3370 4992 8846 5814 4971 6079 5974 
611	606	340	1	6961 5395 5036 1342 1345 5446 494 5333 6452 8980 3306 495 8014 6920 7618 2206 4121 2305 1011 39 2448 2468 617 7929 6153 168 8888 3314 6711 1609 2212 1027 7149 7609 963 4420 5232 6905 5408 2000 4734 2250 
685	312	473	1	3921 3615 8072 2437 2843 3154 3005 4434 8036 4709 5471 8111 4550 3046 2068 795 3575 5374 6579 4531 8099 2158 2289 468 3815 5388 4219 5284 8552 7044 1492 1937 5535 8555 4602 7780 843 6277 1681 1470 2697 4501 
931	828	444	3	7815 3638 2872 983 3374 609 5474 7790 8341 4222 1231 8867 2346 6109 695 2300 4744 7415 1401 8148 2584 7390 2852 7863 1869 5510 1647 1848 1978 4527 4131 5714 2496 5872 7162 725 3096 7501 4526 4586 374 8726 
828	697	171	4	4796 5171 8050 4306 4516 453 1846 3277 3322 8786 1832 796 2204 1056 2485 1735 7697 2384 6241 3081 6302 4245 1230 2810 5026 4441 6884 7964 4156 7821 7905 7907 6420 5629 5223 2577 3137 1519 413 7892 5859 3969 
658	828	154	2	3920 601 3498 5012 4574 4313 3535 3443 5470 5641 7287 5056 2527 7154 3694 3090 8099 4592 7510 8655 363 4961 633 2762 467 7209 1275 1863 5204 3314 5591 4931 3464 3565 5240 7582 8959 4958 2532 8303 6372 6690 
834	232	594	1	1227 2861 8628 4265 5295 2657 3399 3049 6601 2607 8983 3302 6872 4922 7638 3578 3029 8614 6415 7636 5077 8823 2742 8610 8779 4211 5060 8635 8776 1919 6447 5914 3702 8474 1881 5717 4688 3034 5979 8721 6371 2517 
3	788	467	2	8420 211 8211 6747 7176 6327 6004 4929 1584 4515 542 3977 2684 1396 8864 206 8439 8755 7300 2765 6363 6176 15 8122 2212 4684 1627 8081 5532 1709 6776 4667 1605 3888 3425 7573 5857 8931 373 8645 419 6034 
782	155	130	2	1143 4576 4181 5546 6457 4652 3538 5505 1890 5501 4909 1588 6095 1618 6553 1077 7362 7056 5419 282 8430 6975 7804 3910 5735 5835 5733 6633 8578 5514 8541 4811 7324 3541 4660 5349 7766 410 4993 7463 1665 4852 
939	23	165	1	3612 2961 6836 6989 2901 3679 6629 5111 5764 8137 7386 8688 5947 7327 4805 3576 799 6269 404 7416 2175 8596 280 146 6971 8494 6627 2184 5558 6354 1431 3442 5348 4403 2671 2003 7389 7997 7407 2371 4954 3194 
502	283	230	2	3967 6962 5110 1207 8076 2474 4006 2949 4769 8688 5725 4476 8095 973 834 4807 3100 3793 5620 2037 6226 8842 7730 1974 7927 3746 8142 2469 2930 8063 7236 8022 92 222 781 5342 6130 4753 5872 3840 353 6088 
873	912	199	1	155 5298 8742 2776 7138 131 5499 4038 6898 5497 4166 7091 3478 5620 8676 4490 9 6048 7438 964 7294 3588 2642 3961 2425 4238 9025 129 188 8537 1623 7219 7333 7446 4295 482 4524 5615 1100 6070 3098 6295 
907	63	216	2	3868 2590 3778 315 8444 7798 4451 7653 2090 7831 5608 357 4742 5456 1659 546 1118 7800 3912 8165 3390 209 7101 4624 6155 3520 7042 6483 5485 7489 3358 7219 5228 906 3787 2273 5443 7764 4851 2512 5817 
455	291	472	3	4084 8507 2432 3322 4106 6924 8131 8865 1583 4387 1855 8492 6047 2387 1010 5161 2440 756 6808 1170 8771 9007 3527 7355 7003 8793 6918 7461 7272 1642 5612 6684 3446 7311 5214 7708 5873 648 8851 3701 4973 
825	232	119	3	8255 4215 3906 1213 5870 764 6709 8984 7850 4634 6149 6872 3292 8866 3259 6102 4093 832 7396 1216 7295 3605 2050 3936 5533 4562 168 488 4508 7740 4876 5443 30 8529 4136 4836 7685 7422 8646 6442 2067 
620	637	408	2	7279 311 761 7030 6722 5744 8548 1840 1907 4613 4292 5053 5319 3579 1093 1502 4593 4494 2746 1675 5596 1296 3080 4091 7806 7625 7947 7880 78 5330 4393 2310 7600 2145 6197 6212 1009 8138 8726 2357 8832 
2	646	128	3	7261 2719 455 7347 6534 8442 6748 6554 7496 4907 7262 2037 8066 6040 79 3705 1672 3082 4214 1236 8637 4334 4031 5894 5658 485 8021 8024 1779 12 4936 7331 1826 4396 7505 8288 4487 2415 5931 8649 8856 
868	697	521	1	4361 594 3712 8239 2451 2654 2828 65 2092 6491 5505 6964 1421 4908 1588 1985 2523 5704 5439 3514 5940 5868 7923 3605 6780 2698 7355 5204 7127 8267 1998 3884 3249 8874 2894 1185 6653 4396 439 2100 2105 
52	312	494	4	7631 7951 4183 662 575 1480 5666 3410 6629 8324 1879 2326 2131 5196 3360 3187 722 1394 1405 4198 3871 8284 3262 1591 8622 3648 6619 7969 222 8415 3237 960 1978 2493 7166 3017 1418 6379 7741 7683 5551 
537	606	92	2	8501 3308 603 8382 273 4637 6726 3537 2824 6927 7977 2784 5942 8889 7241 2782 7201 5316 4670 3857 3851 8736 6073 5382 895 8395 8905 7960 4560 7481 7040 4448 1913 3566 3394 1997 6931 7760 2142 478 8283 
1021	155	138	5	155 2470 6599 3800 5290 5605 7851 4457 8174 5070 7835 6908 4064 4317 5901 1292 7750 1093 7398 8631 1134 3318 1848 4772 7026 5049 4629 4797 6858 4685 7149 1827 6770 1607 3033 7504 8551 7683 6031 6236 5247 
1183	155	54	3	4898 2867 2637 6981 8076 1887 8349 6823 1924 7959 3232 1542 972 7074 4674 5700 4994 6326 2170 6321 8596 811 3258 7802 3931 2700 1276 7487 3876 5257 6091 6710 5480 5089 1703 2232 8248 6075 923 6230 
606	637	512	5	624 7939 8073 8155 663 8607 4186 6895 6609 5071 4041 929 7309 5455 7591 8494 5961 2070 8152 2423 4887 4563 5671 5202 8699 6178 1745 3724 1990 6541 6278 1724 5189 6465 2069 4775 2006 7896 6442 3502 
295	265	79	3	4089 5295 5990 3192 8683 7224 9013 2892 4922 1422 3575 8886 7154 4141 6008 1031 5964 4546 3990 2429 144 4331 245 4117 5756 8695 3646 8146 4544 8414 6402 966 4018 7401 5838 4663 6058 4950 7768 7857 
594	291	163	4	3771 3926 159 8153 3061 4762 7224 1896 6940 7674 7137 8943 2346 2544 5705 6028 7775 5500 7193 917 8618 8902 1793 6730 6489 1934 7108 5367 1991 1550 7560 7252 5425 4154 1809 5268 7864 681 5910 290 
444	611	525	2	4365 590 4269 2718 873 6124 3413 5762 5417 3911 3574 3693 2788 3855 327 8738 2686 1466 3812 200 8043 3607 2581 3956 8552 8865 169 8027 8458 1609 4175 6794 6792 5425 1998 5368 945 2149 2559 7781 
818	636	242	2	2929 1147 4718 2636 3946 66 8982 2344 5585 2486 5785 735 6225 3995 3891 7556 5849 2074 569 647 3556 3263 6617 8334 70 7004 9008 4138 1677 5301 6756 3240 4835 6111 7686 2379 1100 8580 6318 8819 
193	650	235	1	4189 746 3352 7830 5473 4348 5072 5131 3477 3982 694 876 4381 4726 1778 7150 8714 5218 1396 423 1035 3764 6808 8574 4111 8350 1676 1993 780 2032 7147 1582 1362 8760 7502 3984 2533 5197 8855 1000 
555	646	437	1	58 2779 747 455 8740 6709 1877 7953 6380 6728 3159 5586 6556 2547 1837 2544 6473 347 3997 1673 4839 3742 8190 1333 1277 6253 5672 7821 4371 1914 1705 7337 1433 5576 4132 2087 3035 2317 8581 8295 
1052	977	390	4	1084 624 2651 3947 7229 6164 6080 4748 7051 6411 3695 3856 4985 232 3892 7730 6244 1529 2872 1096 773 7392 6994 3742 8457 1491 8330 7233 4170 8535 5329 5405 7588 1825 6390 8345 6460 416 2691 7480 
617	155	260	4	215 212 3867 5054 5490 5052 8322 3450 4701 3162 5092 5359 1585 6422 6207 4617 343 895 948 3401 7022 7861 6679 4737 1643 845 5580 7609 3565 1559 1060 8898 4291 4292 725 2230 2060 1478 512 6198 
1007	613	498	4	7287 8366 5297 6603 1485 4784 4659 8524 3232 4128 1837 4419 1988 4591 1255 2661 2680 8041 7292 2460 8103 6584 465 1132 6992 1954 3886 4857 6843 6174 96 8955 3880 944 6294 1381 2416 8646 7725 1660 
133	586	104	4	4537 5396 5278 557 5035 1922 1314 4766 7016 6873 1980 5829 875 6666 6476 8596 2748 930 658 5001 633 7390 7481 8773 8358 8268 8311 7356 4350 387 6543 6659 6565 7448 2218 5713 8589 7765 7851 6910 
1178	554	225	3	6495 4265 6834 5399 4627 3323 8111 5132 8364 6347 6106 7592 7738 3853 5684 2359 6813 7532 1177 4332 4193 7236 2978 3405 4359 2263 8122 4815 3034 5712 7764 6335 6039 8304 3097 5874 1686 297 7509 1417 
1128	283	58	3	1321 210 4183 1125 3005 7031 6173 4559 3451 5483 3238 5233 7054 5314 938 5689 5907 7885 284 659 4467 39 5141 5671 7102 243 4795 8476 8026 7628 7168 2553 840 5596 3548 8958 5307 6057 4998 1538 
973	835	184	1	4320 8380 6385 114 3001 4346 7014 3677 2823 6572 6007 4900 5701 4514 7248 6044 5849 2626 3660 2950 8756 4883 713 5673 7483 8004 7489 5951 6399 7562 3567 1642 5959 50 1721 1680 2358 411 370 2537 
187	559	596	2	6961 621 8036 5331 5335 6896 8224 251 5077 1256 2801 972 4161 49 1428 2980 4005 8868 8822 403 1693 3915 8372 3765 3485 5140 5890 8419 1497 3057 3283 4697 8950 3500 5244 3685 726 1573 8669 7891 
770	835	53	2	591 5002 2845 2926 2094 136 139 5057 1544 4728 3454 6349 3691 6513 7263 6040 4 4968 421 6681 1672 912 891 774 7291 5469 3038 4604 8319 3391 6427 4736 5830 2894 4426 6316 6072 1530 8976 6894 
74	977	535	3	4891 4766 5662 2138 8019 5527 3304 5491 7011 5274 3542 2482 3793 2389 1650 1394 2240 363 6820 4839 2141 2046 247 5758 4791 5836 962 5401 4642 3398 2575 433 8950 7524 5810 5914 4854 6374 5577 5946 
609	697	290	6	3900 5037 331 7174 3061 7911 5493 7058 3579 5231 3432 5588 5784 6040 8841 8906 532 3587 4777 3072 4772 1590 6178 7965 3269 4056 4019 2252 3730 55 1184 5304 8316 514 8910 8814 7761 5915 7181 6646 
1028	559	451	6	1305 8254 5150 2738 3800 7114 5888 1338 1418 7078 5625 6647 7070 5236 5097 4983 6321 5923 2264 2583 2810 2280 442 2879 1330 8060 7660 8532 6318 8473 8414 844 4421 2494 8589 2413 3097 7894 6250 427 
1165	291	578	2	1128 8363 706 337 3810 3048 5332 5058 2882 6007 3368 4926 5375 4122 6688 7877 1464 815 8161 779 4886 2182 6848 5325 8631 8312 4695 6093 6841 2976 5347 1705 6017 4937 1063 3016 415 8662 8304 1517 
908	586	191	5	2710 4263 8741 332 3274 8447 7974 8520 8117 5647 8568 2547 2484 4048 5620 1523 1032 3726 5862 5006 3482 6992 1332 8651 7047 7902 6175 7904 4377 5651 5836 5345 1954 7210 7587 4718 7829 1439 1749 1474 
371	265	198	1	1788 3923 6897 8158 3427 4182 996 4653 6551 2058 4675 3367 955 4848 1094 8677 8900 3603 202 4338 3625 8203 8631 8336 487 4793 1026 1828 3423 4010 5421 7742 7144 645 7408 4859 6210 3489 297 7186 
138	835	13	5	1129 593 5310 8254 5036 7056 4107 6877 7977 3163 5432 1058 3107 1612 3515 6438 2428 3183 476 6307 6301 1752 7134 7292 1211 895 754 8379 3134 5048 5654 6173 8002 8901 8959 3965 5696 3989 3960 2005 
750	232	158	6	4381 7678 8420 8388 8508 4896 1264 6091 4103 2893 3326 2821 6081 5414 7306 3430 1614 3695 3303 2079 8802 1652 1245 1024 6958 7641 6639 3076 3352 6176 5104 4776 4055 6793 6150 1438 7997 8904 3443 6902 
156	650	113	2	5159 3971 3711 312 2719 4187 5667 7978 8132 7096 8867 26 4519 4068 3696 1196 1447 1526 919 2289 3836 141 8636 2183 6674 5549 4567 4500 7356 3980 8797 1285 3501 3373 8815 7682 7744 685 375 5706 
45	788	357	3	8256 1997 1145 5291 4208 5711 5504 5077 3069 8097 6265 3213 4928 6515 345 654 186 3850 3316 503 1655 5383 581 5404 5465 6905 5487 2188 8797 1437 6508 1020 3397 1187 5080 8460 6466 1455 643 2399 
1080	28	547	1	8361 742 8176 8211 4089 4262 4895 258 5337 5137 8271 4060 5941 2227 7594 3953 1292 2362 8903 4097 583 7296 8206 3874 447 5991 7622 4372 223 5480 7566 4733 3887 7605 7064 8181 8767 2001 6679 
190	611	38	3	988 1062 3616 4619 7651 8520 6006 8190 971 4127 8921 6300 1449 3094 4319 1333 8799 8550 1864 3311 8791 2974 4174 2120 4932 4871 5579 3400 8359 7278 5718 5614 52 6314 2751 2793 6078 8187 848 
1011	23	540	2	2928 3716 6983 7952 4224 4757 6909 3585 7097 6002 3552 4924 1583 1946 6080 6045 2241 7801 6974 679 3589 2629 1357 5143 8316 2550 2210 3461 3224 8990 4397 5934 7526 7462 1412 5444 6245 1742 4582 
742	486	93	4	2439 8054 5616 2451 2710 1088 6602 7034 2092 7677 2806 4356 6006 1427 5541 2567 8923 7192 6360 3897 6303 770 3944 3560 3407 7003 3052 3700 3509 5953 6405 7063 4059 2670 6071 513 6319 419 1369 
610	468	465	1	3902 8075 6498 6169 7111 4788 8017 7797 5098 4997 3120 2743 6760 7479 5900 3187 1690 6683 5807 1463 4259 2277 2180 3077 6864 3038 7028 8693 2124 7081 966 4682 3228 4912 3372 4756 5855 7184 7781 
616	912	292	6	8171 199 1487 4820 6089 7673 5947 1543 695 6513 7634 8848 1255 5253 1295 997 4314 3215 3621 676 4031 1992 5466 227 7785 7780 8537 5361 59 2214 1282 50 5901 7235 1473 438 7117 432 806 
949	265	579	4	2778 4300 5209 3596 3806 455 4618 4025 6741 4236 8546 490 3675 2884 879 4903 4003 1857 340 544 2242 1673 2461 6498 6915 3357 8530 5657 8690 5265 1021 4405 2311 1241 2417 2792 1688 8964 680 
1134	28	343	2	5116 4893 8601 8306 8295 5949 1713 4947 1905 1055 2343 7305 4417 5259 4708 2152 3893 7537 6367 6687 586 6518 5386 4278 5892 260 5128 4446 7622 4638 8532 3393 3011 7353 1844 4995 1518 4976 5699 
654	283	95	5	7284 4127 1206 3945 764 1604 6744 8328 3271 8689 7973 2202 5568 7451 8177 5623 8881 5725 7193 4965 3830 3767 3838 6521 8799 2181 4408 4543 5249 4815 6276 947 6501 1062 2234 5598 2792 514 2691 
881	697	483	2	742 5233 1160 4085 885 7936 1127 5740 8446 5496 4206 6668 4701 2207 3364 4382 3025 4003 2985 8675 1402 1566 2604 3814 8633 1953 5466 100 3366 7905 6508 7251 6392 1185 6021 6074 8091 1415 2251 
778	312	521	3	5159 2299 2474 3639 985 1874 3824 5136 7932 1903 5821 1984 4067 23 6662 2560 4824 2580 6206 8824 1379 751 1312 2916 2603 2023 778 7297 2971 9020 6403 8899 6231 7317 4739 8728 1687 7525 8938 
1047	646	222	6	6857 867 5035 6143 7347 1823 7656 2092 2085 4945 2322 2953 5709 3458 4533 8849 813 8902 7925 5555 4622 3265 4541 6618 1599 2340 5308 1990 6277 5427 5445 2997 1241 645 2354 3190 6235 824 1764 
120	311	207	4	5010 5392 2961 762 8157 5033 2655 3272 8403 6166 5587 1544 4047 1612 5096 7983 6306 675 1791 1153 3263 3074 8392 243 8450 5484 7904 4529 7607 2339 4833 5426 2358 2677 5812 8722 5441 7546 7547 
310	637	205	4	3610 1163 1341 8155 4327 3802 115 128 6087 3069 3383 2523 1731 7364 3361 1678 2368 6023 3629 2283 7961 1867 242 91 3339 483 5943 6399 8952 7159 5401 2991 6567 942 5444 1727 1762 2537 4666 
833	606	363	6	8257 5049 3631 3171 89 4636 7951 3149 7671 5937 7614 2483 3046 3872 6212 8770 5022 2426 6914 7405 1597 241 5129 6880 7900 8351 8353 7123 2578 4527 6777 2002 470 8665 5852 1668 5075 7966 7403 
203	559	346	5	3826 8381 3415 5884 4346 6941 5130 7777 3727 2482 7263 6248 7695 8617 738 2010 1358 3606 2287 842 6525 3350 4239 6529 8559 3529 6796 8955 6779 7086 4664 7373 1533 7421 7749 6198 1767 2461 2355 
1033	453	248	5	6495 3809 213 5113 8624 1126 8545 7016 3673 8114 7914 8389 1636 6430 2560 872 7733 1017 2266 2623 2725 583 2937 710 99 5994 3709 8335 4466 10 6355 7250 905 7147 7427 3967 3847 1570 1754 
169	155	233	7	337 2437 4481 9016 5524 5373 4455 3170 7830 231 4518 7715 4724 6280 7612 545 1389 449 8372 8373 5004 8201 5751 5322 3409 4540 6633 1046 7084 2040 7144 5611 6310 1103 803 6882 8851 7724 359 
890	606	456	7	740 4081 621 8504 2443 8073 1149 2725 4437 3001 8320 5074 2525 4922 6576 5437 5628 2303 4384 6689 527 650 5962 4840 3082 2051 1139 5385 8370 6916 7107 8531 8732 6567 7167 519 5690 7422 7403 
1073	251	168	5	1128 2288 6836 2715 1329 1784 333 2196 8018 8015 8526 7010 1544 3210 2133 5230 7262 5969 4804 6167 2110 4498 2910 888 6802 4046 8905 5553 7356 4467 7002 7378 14 6503 6131 4425 2673 6315 8862 
280	251	228	4	1321 5015 2455 5331 8789 6948 5600 494 2446 7911 6946 6264 5436 6289 2662 8610 8613 1449 1094 8435 8286 76 1889 5897 5678 7787 7320 6713 2330 1042 7704 4079 5957 5304 1682 4066 510 374 4229 
50	610	431	6	3905 886 4325 6906 6530 8299 369 1892 6166 7715 8889 4678 6920 2368 4967 8907 8357 3667 3663 302 1790 6959 8277 7943 9025 7784 5107 8262 4926 7112 2559 5610 7370 4644 7504 8834 2356 433 805 
629	650	214	5	1164 2455 4017 4182 5666 3306 7014 8546 8116 1903 5587 4942 4808 3650 6578 1581 4823 6665 2755 6322 5904 6305 6026 4960 5029 1359 4210 5386 1795 5428 6951 8003 2046 6568 4406 3113 4520 5691 2370 
302	453	455	3	5115 8254 156 1265 1876 8119 8298 6873 7306 5313 3733 1839 3124 4708 4494 324 2365 8592 3991 8716 8068 8438 1667 3357 6616 7964 4355 4602 222 1046 1627 1640 963 4522 1769 5792 7405 1760 7999 
1114	575	599	4	4071 452 1961 8462 6722 111 6726 1926 5506 3673 1488 5503 3438 2568 3252 3516 5562 4981 402 2114 8593 6972 3259 2281 5995 1952 269 8417 5774 8693 14 6398 4053 6779 3201 2895 7580 5813 2318 
522	639	107	3	8037 8230 8389 1220 6900 2450 4633 6532 134 6876 7977 2821 6519 6853 8194 3381 8926 1019 421 8844 6025 1453 75 5537 3353 4953 3449 8355 5650 1620 5403 5737 1037 8937 7420 8556 827 6051 
91	291	102	8	1789 2298 4265 4328 6981 7839 397 3425 8342 6163 2801 4553 3476 5959 8841 4598 4252 5165 300 8065 6343 803 7354 5467 9000 5124 8533 6713 4812 3429 4390 4878 4402 5839 7523 296 3983 5550 
95	468	62	5	5158 5174 2437 6814 218 574 7164 8134 6283 5485 5218 3301 3385 3238 956 7516 7698 6686 5003 5384 1233 1133 4378 8334 4237 8125 3640 465 2047 1022 5427 8891 7533 8916 7761 801 4741 538 
247	97	332	1	3593 7282 743 335 8625 2655 5745 8324 2600 1172 2524 1635 4925 2561 2833 6282 3965 8802 8719 5007 1504 5021 3875 3287 5539 8246 4351 6795 781 4642 5635 3420 6135 2396 3090 6074 2141 5976 
326	23	555	5	1348 2778 5034 361 1921 6902 1929 1489 7198 2520 1427 1074 4380 4905 6439 1857 8713 1019 8059 1566 286 2284 6446 8553 8285 8698 4794 9009 4119 7304 2086 8729 8979 1470 8331 1102 2353 8722 
699	7	204	6	2315 2866 4186 4630 1584 4020 139 1878 4693 5256 4160 954 6475 5774 5907 6180 1533 1671 145 8370 6734 261 6617 6840 8319 1705 2124 4713 2576 5189 3092 3012 3845 2168 1008 7462 6051 804 
122	650	533	6	6590 3714 5039 1120 2634 3846 3633 3101 4435 5138 7017 6941 4201 1903 6782 6043 4387 3219 3103 5785 2268 4595 931 7438 8167 1334 8487 7928 7962 7350 3249 1843 6624 2416 1479 5911 6230 2690 
128	291	568	5	2677 3597 5295 4368 3803 5522 6122 8688 6621 1717 6789 2720 4126 7411 1402 3293 2360 891 8223 8513 8069 4279 466 8109 7909 6673 6881 5486 8652 3540 5594 908 5615 5796 2001 720 4973 5817 
410	283	523	7	1304 5011 8157 4324 7818 5078 8522 7917 6557 1770 5234 6412 322 405 8718 581 1133 1797 5025 305 445 6914 5733 1866 4605 4778 8084 2274 2122 3378 8776 4296 5693 8992 4587 2797 2066 7727 
920	468	287	2	4366 745 6451 391 3065 5528 5070 2200 6769 7595 4673 2406 1403 7191 1754 1158 5266 2857 2978 5550 8265 5538 2216 2190 5346 6243 5463 6274 5245 1558 3681 6652 5818 5300 1362 1749 2107 7160 
369	59	412	6	8052 603 1145 2291 4322 1124 9011 6901 3656 5764 4780 8866 6288 4248 3235 5279 4411 2173 1445 1468 8594 5800 2718 2443 893 4098 5519 7862 7129 7120 5362 8617 4429 8996 3017 1240 921 4851 
732	611	330	5	1683 5296 7789 3062 81 2200 7452 7593 1073 3496 7417 7 3988 1120 5686 6024 2446 1135 6885 4564 1627 7903 8458 7564 1704 4052 6016 860 6117 4291 4395 5268 8815 7507 7997 8933 4956 7725 
737	646	243	5	3335 1303 8154 7346 3323 6605 250 1631 1810 4000 6348 5566 7631 7416 6201 3995 5966 6027 2285 2703 1590 4626 8339 8000 2260 845 2270 4681 2990 6775 1044 7259 3468 5627 8839 685 1514 3982 
900	835	417	7	3610 601 5394 4017 8621 6385 3003 7873 6701 4201 8116 4614 797 2202 5484 2780 7597 1610 1071 3897 409 6582 2527 1134 5731 126 4356 8339 1437 4012 8088 3245 2892 6215 4974 8708 8377 2373 
969	606	320	8	3759 8171 3617 2430 8607 7653 4559 279 174 8924 2525 2132 5254 1059 3107 7364 1989 8672 2078 7387 1234 3961 3622 4445 4038 8352 105 4930 4168 5365 4074 1846 2396 5796 1104 530 5915 1576 
892	291	415	6	4997 6983 178 7791 4554 2822 4748 2204 657 3027 5453 2304 7262 2380 1505 280 4808 992 3867 8757 8200 8379 6882 6843 3700 6807 8084 1553 3542 3200 3116 3222 6335 8767 4881 7680 7891 6550 
351	828	558	5	3615 2772 6602 6903 2195 4789 3437 2820 8941 6767 1730 953 4821 1694 8824 545 420 5866 1461 2409 893 3955 8359 4798 169 3076 7482 7358 6170 5187 8876 863 7374 7157 3845 8847 418 8452 
217	788	240	8	1160 6834 3417 4451 5601 4532 5137 1326 5071 8785 2055 5709 1455 1076 7205 4959 6945 5923 1258 569 3915 3769 466 3669 2645 5779 7624 4624 973 79 4753 2234 5224 5195 2892 6059 7467 6339 
111	828	266	7	1164 769 554 5034 196 1201 6560 7656 6086 5478 975 2206 2348 8673 2241 3894 4090 2601 755 1028 6995 2764 3132 8061 5481 96 6508 5580 7069 6298 1602 3017 5617 8950 4482 1819 6232 6694 
771	232	148	2	2622 4086 8234 1586 8213 986 5522 3532 4203 23 1964 7496 7611 3124 6634 544 2506 4230 6685 8965 8105 1155 5022 76 8337 4373 94 7907 5619 14 1598 7330 6653 5631 6258 827 2693 8727 
589	155	326	8	606 7813 5664 6384 4228 8279 3327 5459 2321 5583 4678 5091 3517 3570 5314 3181 7693 5286 380 8028 5181 1951 8478 8791 6483 5592 5958 5125 4524 8549 4689 357 2109 688 8720 8851 2351 2692 
1166	312	304	9	1140 2966 1146 7286 662 2632 1920 9012 3309 7676 7178 8423 4128 2521 4698 4082 2380 4495 2688 2367 3293 2120 8754 7808 3486 1951 4695 7028 5998 4118 2212 8081 1996 6016 5307 6077 2358 393 
