Students	1000
587	325 249 162 120
588	114 46 43 391
589	331 176 119 2
590	382 321 332 87
591	204 290 165 120
592	397 334 182 166
593	29 398 174 253
594	28 198 336 14
595	236 103 76 100
596	277 204 31 291
597	15 117 333 305
598	220 38 200 278
599	331 137 6 135
600	189 137 391 145
601	302 284 247 260
602	383 156 180 218
603	246 341 329 87
604	14 42 390 81
605	77 190 36 124
606	309 243 393 104
607	77 199 337 388
608	388 221 317 253
609	273 370 189 36
610	324 390 325 22
611	188 257 243 383
612	177 213 361 38
613	52 278 44 161
614	161 167 370 280
615	34 159 43 260
616	380 194 235 2
617	395 72 76 79
618	245 192 212 41
619	55 189 77 63
620	180 119 67 160
621	33 314 48 272
622	167 337 242 369
623	243 157 176 397
624	392 33 294 369
625	151 166 298 1
626	326 396 52 54
627	110 22 390 378
628	124 303 130 144
629	282 350 379 152
630	354 160 339 43
631	26 149 212 239
632	220 175 162 126
633	203 238 99 161
634	352 137 297 30
635	37 241 369 298
636	241 344 146 37
637	37 118 148 386
638	331 124 290 178
639	326 399 22 200
640	381 28 384 359
641	310 10 47 133
642	41 67 77 111
643	312 70 263 354
644	30 380 206 152
645	355 283 90 272
646	251 96 81 164
647	57 375 192 381
648	58 96 171 115
649	127 6 255 114
650	252 311 274 386
651	3 291 360 181
652	79 34 195 222
653	295 224 102 398
654	118 179 130 71
655	369 108 69 130
656	45 192 327 168
657	397 162 217 354
658	301 324 20 298
659	29 37 316 214
660	25 178 157 127
661	140 232 85 74
662	375 111 75 4
663	379 268 10 111
664	59 324 60 139
665	213 160 38 22
666	236 125 355 389
667	133 69 313 117
668	397 294 289 30
669	103 279 225 278
670	262 233 312 52
671	257 50 130 8
672	247 261 206 99
673	61 127 339 312
674	298 246 368 111
675	266 142 34 119
676	300 44 1 342
677	396 8 26 171
678	66 358 140 339
679	161 185 204 315
680	253 339 83 263
681	333 190 285 367
682	246 19 3 110
683	193 309 339 143
684	336 394 108 388
685	130 200 235 131
686	155 386 237 15
687	253 286 370 123
688	117 34 275 37
689	110 380 15 209
690	363 333 258 371
691	377 43 164 35
692	55 67 28 60
693	347 325 276 123
694	333 76 105 163
695	372 18 145 157
696	74 365 197 84
697	52 154 23 296
698	55 164 60 29
699	254 149 20 289
700	16 245 307 370
701	207 244 263 326
702	338 133 4 222
703	91 392 131 340
704	67 270 87 38
705	293 380 212 32
706	133 350 174 180
707	344 154 42 303
708	197 267 323 360
709	51 136 128 360
710	160 337 304 20
711	315 124 259 393
712	114 87 267 268
713	130 56 128 153
714	204 129 247 394
715	379 97 293 179
716	172 130 160 182
717	358 49 30 96
718	356 127 49 25
719	208 82 387 77
720	136 324 277 314
721	89 350 202 14
722	165 221 359 351
723	78 75 297 252
724	41 398 48 137
725	372 82 263 258
726	176 234 160 10
727	53 399 240 71
728	245 344 76 188
729	174 166 182 352
730	13 264 103 382
731	345 179 31 171
732	319 99 380 285
733	222 194 64 215
734	99 373 234 326
735	243 70 91 90
736	78 343 317 334
737	97 244 153 156
738	155 3 178 330
739	305 199 157 107
740	180 40 89 6
741	321 232 313 354
742	176 375 386 1
743	210 25 392 46
744	209 32 289 54
745	100 379 368 205
746	30 27 310 127
747	371 111 98 305
748	266 106 6 145
749	246 397 325 56
750	375 179 298 238
751	285 275 151 40
752	195 225 131 201
753	146 368 64 314
754	38 260 88 280
755	345 337 161 380
756	243 377 186 299
757	102 324 142 246
758	347 78 89 343
759	283 133 254 202
760	302 318 331 105
761	88 269 55 176
762	2 122 69 350
763	384 307 141 126
764	239 194 285 174
765	201 119 346 382
766	202 13 252 234
767	123 324 163 272
768	280 212 126 317
769	93 20 378 385
770	126 121 71 396
771	55 164 167 355
772	89 180 365 252
773	106 6 205 190
774	273 369 282 238
775	149 140 370 160
776	144 288 72 335
777	145 158 309 398
778	22 91 383 379
779	242 84 310 28
780	261 104 34 45
781	170 122 25 80
782	193 236 294 54
783	153 190 239 219
784	391 231 9 60
785	270 134 153 103
786	290 56 370 311
787	292 248 343 299
788	131 150 375 81
789	176 31 76 348
790	96 25 69 223
791	248 370 146 48
792	246 297 138 248
793	132 398 167 213
794	193 94 121 187
795	155 17 151 326
796	41 92 177 81
797	374 103 398 272
798	47 56 295 126
799	119 238 261 1
800	70 155 304 210
801	149 191 142 237
802	55 100 223 79
803	297 126 51 380
804	218 250 18 222
805	127 182 290 122
806	389 151 377 370
807	312 200 14 243
808	56 186 126 85
809	121 134 56 364
810	15 261 49 267
811	4 323 261 313
812	90 198 108 282
813	185 340 196 369
814	150 49 108 392
815	252 6 78 221
816	263 205 306 394
817	199 29 261 124
818	62 351 3 252
819	254 101 383 214
820	254 103 66 382
821	332 169 304 94
822	44 211 298 180
823	61 159 121 312
824	197 192 38 145
825	93 160 163 5
826	400 385 305 157
827	199 336 233 195
828	336 276 117 165
829	343 332 270 226
830	33 375 285 267
831	192 301 340 199
832	56 315 8 197
833	227 57 86 258
834	231 131 186 3
835	239 61 235 14
836	389 259 107 142
837	34 329 95 352
838	2 124 323 3
839	286 193 145 175
840	145 179 314 160
841	279 254 139 218
842	326 238 112 245
843	86 318 188 154
844	183 341 317 61
845	76 357 335 283
846	115 386 227 364
847	375 394 344 167
848	74 222 215 97
849	358 114 151 261
850	355 285 102 289
851	144 256 369 328
852	279 337 389 219
853	392 393 128 300
854	230 325 358 296
855	348 168 351 31
856	276 42 107 116
857	163 30 394 70
858	287 344 250 47
859	24 34 354 210
860	369 218 372 90
861	77 214 254 61
862	243 44 342 331
863	161 224 52 362
864	212 179 282 94
865	331 108 28 244
866	313 72 286 70
867	300 255 182 366
868	383 306 242 384
869	31 393 398 169
870	237 98 120 91
871	192 100 132 2
872	235 372 264 118
873	188 338 244 262
874	289 305 367 60
875	111 146 90 388
876	167 33 114 335
877	75 99 29 181
878	263 29 333 251
879	338 386 261 48
880	132 72 138 265
881	88 58 317 200
882	97 172 106 353
883	12 271 197 26
884	334 261 127 6
885	368 277 279 81
886	340 110 238 396
887	67 385 129 160
888	129 223 51 295
889	156 107 370 398
890	328 325 24 185
891	261 391 349 328
892	80 171 219 233
893	117 17 239 190
894	67 100 155 141
895	1 208 348 179
896	177 102 104 282
897	17 266 244 78
898	286 76 47 125
899	366 253 325 175
900	178 114 380 388
901	183 318 252 144
902	67 25 253 140
903	59 319 210 34
904	93 234 21 365
905	129 186 272 313
906	311 252 26 100
907	62 327 193 20
908	134 226 394 169
909	184 235 22 308
910	244 356 263 359
911	336 310 100 161
912	387 357 8 226
913	102 8 166 351
914	224 370 92 378
915	343 279 229 234
916	117 203 55 18
917	290 18 127 254
918	259 219 326 234
919	127 319 365 218
920	350 261 185 100
921	223 70 210 288
922	89 312 251 143
923	335 178 197 240
924	264 51 73 365
925	314 241 342 79
926	35 202 374 105
927	105 83 52 306
928	15 88 8 303
929	366 306 162 292
930	297 330 199 239
931	219 252 178 265
932	344 387 262 300
933	304 317 167 387
934	71 391 244 120
935	233 238 86 85
936	184 295 274 296
937	105 332 58 181
938	376 349 383 289
939	392 174 367 281
940	6 112 7 269
941	20 204 167 312
942	184 210 321 27
943	30 50 324 397
944	337 284 304 263
945	217 19 336 346
946	310 2 83 398
947	279 93 17 355
948	184 47 15 201
949	318 298 315 200
950	72 277 122 28
951	177 189 255 392
952	195 292 112 233
953	185 358 252 240
954	186 361 337 25
955	192 1 151 194
956	285 332 356 52
957	216 123 343 335
958	289 80 203 123
959	73 341 359 346
960	370 349 158 111
961	294 15 16 200
962	363 395 294 237
963	25 38 222 99
964	135 189 172 190
965	269 395 310 326
966	252 60 10 123
967	330 260 332 393
968	270 96 79 47
969	117 174 35 352
970	339 396 334 205
971	340 144 316 106
972	248 86 192 31
973	291 365 137 255
974	309 248 144 21
975	58 355 151 286
976	75 210 126 11
977	263 253 157 228
978	170 202 258 280
979	226 264 188 5
980	42 277 279 212
981	97 322 174 118
982	88 399 169 66
983	336 38 249 44
984	268 81 391 191
985	382 212 270 355
986	207 235 170 162
987	116 307 111 141
988	58 56 371 135
989	248 51 220 245
990	348 361 99 168
991	349 5 361 126
992	120 100 180 8
993	206 16 207 30
994	21 70 212 201
995	400 270 90 353
996	159 305 167 285
997	158 64 223 103
998	281 25 71 296
999	16 346 336 265
1000	207 219 205 27
