Course	Room	Teacher	Time	Students
690	31	438	22	767 703 4229 4226 2807 974 4040 837 1732 3021 547 935 2626 244 4378 3157 1864 4602 784 2332 2555 2273 949 4522 1438 1105 3858 3099 1383 
765	31	375	23	2451 190 3006 175 1057 2407 2249 2077 2502 630 1806 3839 121 389 2330 3206 4171 1431 4295 1709 3381 3247 1844 689 2793 1386 1004 2010 1369 
871	31	415	24	668 2868 763 571 2636 3754 3631 3678 4656 86 93 3278 1420 3574 3857 3999 572 1675 2267 2116 3831 4442 1493 100 3175 2951 1284 3566 3966 
954	31	1	25	1224 2864 4451 2344 1711 2783 970 3575 1940 289 1373 4 1011 521 581 2644 3519 4564 2956 4054 3448 4295 1183 1067 416 2414 299 1384 516 
202	31	418	26	2771 661 138 3009 4029 174 3210 2057 4065 1058 838 4384 1371 1697 3898 1377 4250 245 168 1203 387 3721 4056 1434 4642 4297 1840 2538 3982 
724	31	383	27	2735 1718 3494 3598 1345 3803 4104 909 4703 2548 3219 3856 2689 2116 918 1094 3806 637 3829 4118 4153 1283 4050 1977 4011 3882 1973 4585 3199 
336	31	476	28	459 620 4265 2861 3778 2091 3326 1589 4694 3695 1440 2675 912 3955 76 1492 160 3642 3884 3249 3395 4051 3446 3889 2494 2539 1748 688 
944	31	288	29	4102 111 396 4470 3677 3028 1639 3854 1503 2383 1917 2070 2265 3766 2421 2287 1950 3486 3177 4732 2089 3567 1979 1975 4178 2024 2675 1404 
687	31	293	30	3923 1146 745 3775 60 1895 1897 4615 1546 1815 2135 2130 4475 4536 3089 466 3813 996 4194 2935 3955 1889 2505 3049 2991 3013 648 1381 
184	31	371	31	1082 1587 4370 4699 3570 2307 3572 1505 3978 2178 1013 633 2760 1354 2182 3058 4564 485 4350 79 2498 3887 1641 1048 3440 1844 352 923 
880	31	320	32	981 2947 230 491 4551 1738 1968 1543 3026 3675 324 1758 282 3896 1793 1490 2181 4379 4602 2546 4018 2556 1602 4426 1180 4663 2806 3981 
540	31	436	33	590 450 3753 3255 2094 486 4556 1489 4617 4340 3451 4729 3365 3024 4049 3573 2248 2402 71 2955 4119 3563 901 3420 1183 2571 2394 1742 
509	31	102	34	338 1144 625 2829 2942 1770 4064 4745 507 632 1314 1310 1791 3936 1275 2645 386 1913 4376 222 964 1188 1729 1603 2337 3840 2252 927 
961	31	290	35	666 3762 3004 3470 1770 2982 3120 2564 4143 4142 819 423 2241 2501 2648 4271 1230 4199 2919 129 4230 2120 901 861 4400 529 2026 4071 
533	31	10	36	4260 2964 155 2905 554 3908 4395 3914 3032 831 3257 2667 1678 2240 2628 2361 2623 4216 4279 228 1551 4299 3011 4755 3371 1769 1689 820 
561	31	400	37	1780 4185 662 833 2488 2885 3795 41 4496 1114 1397 1650 1754 1448 3602 145 2297 2676 3054 917 4174 1829 3500 1049 762 4483 1249 2418 
228	31	413	38	622 1262 1206 3140 3552 2486 4003 3898 2014 2501 869 306 260 2729 248 3528 2499 4408 1726 2107 4646 4424 2059 474 511 2353 800 4488 
5	31	228	39	1128 2288 2614 2432 2777 3169 3297 4343 2204 2205 731 4593 2742 402 1754 4310 3938 4251 3744 1098 3546 4562 4623 3170 2498 3780 34 2510 
477	31	363	40	2711 3595 762 3274 1902 4438 4749 2540 2209 2329 4720 4221 1673 995 1335 1154 4354 4351 3722 1609 868 3464 3502 1847 3986 361 3010 2354 
913	31	386	41	602 4345 4553 1713 20 3234 2484 4673 3185 541 2508 937 3992 1566 4214 3937 4112 1054 4232 2047 1047 1433 1800 908 373 295 1003 
101	31	172	42	622 2907 3821 3494 3491 396 4635 3147 3162 2463 4744 655 186 1395 1565 2872 3662 443 1491 2994 1648 3208 4755 476 1452 3986 1415 
740	31	118	43	768 2839 575 2190 392 3041 1050 1547 2541 4061 4285 939 1775 1232 2308 4279 1130 3838 4501 3946 3407 2954 4038 4570 4715 3439 729 
742	31	434	44	1789 4503 3595 858 4244 1329 137 832 1859 2529 3514 3845 2744 2111 1699 142 2463 3620 386 3886 2554 4711 863 4159 1476 2140 4004 
701	31	320	45	458 1087 1781 397 4346 80 3468 4439 24 2326 970 4724 3796 871 429 1757 1013 2876 2624 2283 4332 4667 3222 722 2142 2791 1510 
512	31	14	46	4324 1786 3537 497 2058 1718 287 2753 2622 1358 141 561 4253 4098 1151 1275 262 3136 2453 2185 3315 2831 3745 3034 1062 3989 1249 
183	31	207	47	2617 158 980 981 2776 4221 4691 3195 638 2400 3497 2748 1753 4092 2420 2423 2764 1931 3266 4235 3158 4547 2576 2559 3888 1243 2376 
322	31	192	48	4086 451 4024 4635 4347 771 2323 2542 29 4497 1468 2071 348 2076 1390 3915 1313 2602 2608 4331 4502 4541 4172 3227 3889 2087 2063 
76	31	56	49	2710 3753 4630 1924 3652 4476 3699 1092 4699 4381 2367 423 1035 1316 1091 636 465 440 4254 3356 3282 2213 15 3376 3889 1473 686 
768	31	122	50	2438 1222 335 3590 1716 1073 4169 1585 407 4321 1468 1250 1440 2262 367 2913 2761 2153 4116 105 1991 4440 3243 4132 537 4527 376 
982	31	111	51	667 4369 2237 4373 3476 2781 699 2307 526 3972 420 815 991 1357 1135 307 1865 2341 54 944 3443 354 1103 802 3502 1368 1899 
752	31	485	52	2734 2736 2863 2770 1122 4637 3045 3382 4590 2405 1093 638 2448 2935 1136 3178 2958 126 70 95 3205 1726 2313 1767 1532 1361 1002 
754	31	31	53	2433 2434 3309 3042 3733 2780 3455 2789 3695 1242 1114 2114 3189 500 817 4318 1157 4332 4443 1068 1627 3420 1821 3031 4126 123 1766 
468	31	201	54	2591 4269 4182 1200 2452 4478 137 4615 2322 835 3253 2262 3096 1290 1276 1277 3800 4565 4235 2188 2975 1801 865 829 3985 925 1512 
348	31	425	55	1602 3595 984 1948 2327 3638 1946 2665 4314 4195 4254 77 2840 2164 1886 4428 1281 2273 4642 4393 689 438 1411 478 512 2510 
598	31	99	56	1592 3867 332 3679 4106 3698 3360 4495 1038 5 2384 3081 2159 1294 4251 4238 1887 4569 3395 1045 3377 1036 1104 3963 2531 1577 
441	31	64	57	4189 604 4261 158 628 3801 1947 4633 3414 1924 253 3735 232 3233 3022 652 508 1564 755 4274 3936 4118 1825 829 2061 2694 
38	31	218	58	2929 4305 4368 4024 4653 4454 3474 2786 2546 2036 2156 2815 1219 245 1985 124 3350 12 1728 3201 1028 3685 3193 1363 721 1577 
744	31	116	59	199 4320 2926 1877 1923 111 2864 796 2054 1981 1762 1393 4270 1231 2322 3932 1954 3520 3358 3012 1564 4017 3090 2750 511 2251 
146	31	298	60	1302 4349 2137 4086 2342 3122 2565 2386 548 2264 2706 1867 3286 225 3643 1882 2121 2210 1978 4159 1714 4072 532 2166 2064 1479 
941	31	364	61	740 2738 2453 3415 1856 4704 2781 22 3690 4068 4120 4514 2481 525 1443 1234 3801 4194 3357 264 1499 3029 1999 2755 1749 2148 
130	31	166	62	2477 2293 3276 2828 3294 323 2788 1257 2403 3976 2707 1273 1099 3401 240 4449 3884 1280 3682 1062 1722 1457 1531 436 2375 2372 
515	31	23	63	2964 669 3862 2636 2633 2886 2888 4212 1934 547 1755 1017 2115 718 1337 2423 2702 3523 4239 3132 2333 3399 4643 1048 4136 2251 
498	31	245	64	623 2439 1221 889 2599 397 1928 1896 3551 953 872 1019 1757 1565 2871 2876 2765 3131 4601 2089 4737 3882 3012 1724 1607 3987 
863	31	49	65	2617 3503 2865 1144 2634 4578 1980 4043 1616 2482 4531 2170 528 4313 3764 2580 3056 129 248 860 1974 2413 3096 3960 2697 4678 
258	31	426	66	887 1168 1345 1481 4348 3673 2545 3238 1468 420 2243 1338 3587 2421 3818 2450 3135 685 109 4354 4714 1804 4487 350 371 3295 
926	31	329	67	2615 1221 624 751 130 1739 4046 4748 3124 4708 2382 508 738 1359 2369 4628 93 2047 3543 2991 2319 4688 1455 1686 3987 2250 
833	31	217	68	4300 4242 4326 1307 1489 3799 1983 2130 2324 4124 4492 1396 2975 750 1158 3624 4256 4117 4162 2553 4170 1845 378 1768 353 477 
787	31	354	69	2432 3416 62 4573 1811 4530 1526 1394 360 4216 1132 3744 1101 2425 72 3267 1497 2957 3177 220 3542 1455 413 2513 806 2959 
64	31	370	70	4188 4083 2652 3757 219 3168 1986 1942 1718 3100 2788 655 1652 363 2911 1359 2422 4255 4031 381 1889 1572 269 1042 1419 370 
68	31	26	71	3612 4264 2021 2016 662 117 2809 1259 971 2226 4740 1522 3891 3623 1295 2289 1799 3763 1351 3071 3334 4649 1557 723 1530 1448 
502	31	232	72	742 3901 664 1037 134 2056 1960 2030 2505 2266 424 677 4317 3936 2835 2178 1392 2088 787 1186 3224 3209 1970 4486 2391 2758 
460	31	465	73	4364 4137 3619 29 4645 2206 2981 3516 3559 281 1015 2261 501 774 3748 4219 4625 3880 786 2377 1618 1060 1808 2798 1462 433 
168	31	409	74	2614 2739 2434 2197 4475 679 3109 1947 2689 2387 523 1750 990 2281 3818 3627 2703 4468 1088 1792 2952 1997 2339 4738 2048 1382 
166	31	332	75	2477 3714 4026 394 4227 4342 3652 2805 3470 3575 4003 4722 3855 2746 2261 569 1311 1318 2903 1434 2899 1976 56 3840 4423 4751 
163	31	162	76	1789 338 749 571 1206 3417 2948 1630 830 3456 4679 2208 4144 1580 2889 4491 1652 997 3935 1130 4035 4687 14 2062 3099 4583 
891	31	14	77	4261 1147 2635 1781 4619 258 83 1896 170 693 1197 1568 3181 4599 4548 1957 1995 2277 38 3203 2270 1801 4391 3137 2165 1380 
986	31	132	78	3638 1325 4185 1816 4286 1773 3213 3573 4708 3997 2388 3897 1177 3581 2878 2646 3626 3150 4237 1700 862 3687 2147 470 1450 826 
915	31	246	79	201 621 3496 2454 3633 3046 3555 4678 2303 3694 1194 2220 652 2368 2038 630 2917 1792 1860 4568 1647 1641 3527 1800 2161 3791 
303	31	425	80	1086 1847 2775 137 4559 2802 3069 4551 1545 2222 954 542 3853 3893 2681 1158 4339 563 160 222 2974 1707 3501 4291 1744 2064 
723	31	269	81	3868 1080 3804 2191 3040 496 2098 2670 3025 322 2078 342 3196 776 2582 2720 4196 714 2855 4542 1801 51 3106 1455 1767 1742 
608	31	488	82	620 2473 215 80 1913 1051 1984 4049 2383 1690 3976 2409 2623 1358 3729 3173 3706 482 11 1979 4528 2129 4526 4017 1519 2259 
479	31	23	83	4184 859 2190 4618 110 4557 1907 4553 4341 1774 838 637 2304 184 2858 3587 1797 1594 70 2294 4119 2499 3688 1626 2237 2027 
817	31	183	84	1320 1324 4262 2776 3217 4042 1113 4168 2664 1443 2031 1757 3086 659 4273 2723 1796 4115 1915 10 4648 905 1726 3447 2579 
45	31	149	85	2477 1323 2771 761 1266 3834 41 4166 1771 3025 1736 2660 2072 2859 449 1237 3765 4212 2643 2274 4717 472 2413 2101 3106 
854	31	123	86	988 4307 1222 667 3718 239 4203 2804 2308 3348 4164 183 2455 1506 427 4166 612 1711 3355 164 4088 4156 1022 4012 2155 
554	31	109	87	775 2714 1163 1261 3060 64 1909 1524 3108 1716 4042 950 3126 4386 2381 1695 3088 3878 3769 1130 3018 862 3505 4573 2374 
491	31	26	88	3758 1268 2921 316 3630 235 4438 4707 1831 2781 4411 3975 2367 817 1094 205 3757 4036 2956 903 3688 31 3016 1535 410 
394	31	100	89	3534 135 4280 1981 1076 1075 858 4412 4532 541 3089 1116 715 3873 1137 2834 902 4711 16 2994 110 2001 1245 2350 2829 
398	31	383	90	1129 4267 557 3752 3411 694 2941 3452 3475 2206 4288 1370 320 1399 914 1122 2911 2933 3560 3566 4157 19 4393 2394 647 
623	31	236	91	2594 3866 3412 4203 950 2303 4127 1525 1444 1527 509 3086 3318 38 248 1644 1620 4170 961 2082 4752 1455 3251 292 2224 
457	31	295	92	147 4268 3928 1125 2479 3215 1635 4701 1073 4384 1691 2240 2649 3400 3150 4547 13 1704 4669 3118 4754 4290 2085 2065 2149 
323	31	54	93	3773 2928 579 3597 3901 3496 980 1308 1485 399 3279 3109 4726 3218 3101 639 4504 4375 1027 1280 2357 3224 2085 2577 1741 
562	31	177	94	3367 4266 3925 313 889 3424 4617 2309 2057 2544 1940 1192 2179 1460 2873 1156 2931 1957 4064 1282 4407 4400 1657 535 1570 
78	31	387	95	1227 2920 1139 1877 136 3270 2092 2199 3252 4143 4142 2763 2747 811 2769 4251 2764 4032 3078 4176 1620 415 434 2351 2090 
996	31	483	96	1784 2775 4522 4656 3793 4638 3651 1812 4723 717 1621 3839 3403 3704 3249 3428 2129 1840 2279 4378 723 1478 4488 1415 1539 
136	31	307	97	606 457 4101 252 1231 1636 4415 979 1133 1018 2627 4271 1173 2708 2444 4336 2184 1884 3531 3228 1106 3965 3845 3989 2254 
315	31	117	98	1205 2719 2509 257 3798 3120 1195 1070 1112 1759 549 911 3894 2117 2817 678 583 2184 1910 2956 1938 862 1456 1684 3692 
387	31	55	99	3907 1145 4182 2138 4472 4341 3438 3210 4539 640 3696 180 918 2153 2462 2588 2334 1801 40 2129 1064 2558 2675 1360 1766 
389	31	250	100	3710 4593 4724 28 429 1335 2389 2648 2467 898 675 3401 1860 4567 4037 387 3057 1802 4563 1027 1625 1706 3963 2697 2067 
734	31	416	101	2713 1536 1785 580 3657 2200 2834 2054 1370 108 1581 3102 2407 341 3196 2581 2762 122 1953 2955 4568 4407 4661 641 929 
466	31	243	102	217 768 1308 111 3278 877 2563 3478 1194 4493 2661 915 2266 147 4217 4270 3839 265 1430 2339 1723 2892 4487 4665 682 
969	31	377	103	3592 2777 1920 3299 179 1927 3255 407 447 1024 4250 3625 3154 2350 221 4733 1849 4405 4016 2069 1009 1667 2008 4581 925 
268	31	274	104	3773 1209 2638 1279 3140 3678 3160 2876 3230 4692 4163 4148 1618 3580 3488 3585 1238 4193 4237 4353 2125 1994 53 1535 804 
51	31	133	105	742 2290 2843 1203 2926 259 3674 3301 3348 1710 4141 3435 1296 1139 1093 3266 3720 1140 1046 1393 2146 130 2169 1497 1574 
301	31	101	106	2296 218 574 1483 116 3536 1090 171 1052 1427 790 3104 1391 2446 1790 3157 71 268 3202 3200 1049 3789 724 3295 2758 
372	31	301	107	1226 214 4086 3126 61 756 2136 4419 1818 4592 1259 1175 1338 2425 3919 3260 2959 160 964 4055 1647 1720 2754 2677 418 
343	31	426	108	2928 989 4668 3245 4458 3300 1776 859 3437 4496 2815 618 4685 1590 2554 3359 2213 1644 967 201 2218 35 2798 2532 
717	31	252	109	1160 3007 4105 3327 87 3418 1546 1424 694 3343 3973 3315 3664 3587 1131 3075 3643 2953 4428 2335 4520 2753 649 3985 
619	31	428	110	1143 769 2902 3618 2718 2842 3455 2741 321 2150 1448 774 770 2762 1238 615 4621 3058 249 3546 2041 3372 2259 1410 
296	31	471	111	2867 3942 1267 4327 1923 4574 794 2780 47 3341 1 3852 1505 2364 2075 2649 714 3158 2833 161 3884 4154 3441 2532 
105	31	473	112	579 1301 4304 4181 666 703 4345 1589 3236 2325 1853 954 2400 2684 4331 4047 73 3404 3339 3472 1186 4420 3841 1471 
30	31	81	113	3715 318 1082 1144 554 337 1925 179 3327 3306 3652 1830 2905 4000 4005 4595 2347 1937 1864 851 2490 3131 2398 65 
644	31	179	114	1220 3492 2924 3005 257 3300 834 4676 4741 2349 933 1016 2939 2937 2425 3072 4566 4038 1885 2049 2799 412 1248 1746 
331	31	334	115	607 4248 2451 831 3383 852 3341 3254 1254 343 1677 1670 3897 147 3353 2972 3464 1704 2272 4751 3441 2995 645 2514 
238	31	362	116	3613 708 707 3647 3067 3145 4472 2321 3432 420 1562 815 630 2857 1134 1911 101 2951 1432 14 2126 3013 1182 1107 
618	31	344	117	4360 310 751 4556 3736 138 4207 696 2342 734 544 2113 147 4312 1314 2609 2426 3139 162 1188 1105 2393 3961 2107 
145	31	343	118	604 159 4100 4433 3164 398 2945 1540 4126 938 3189 1405 4259 2727 4549 3728 164 3545 4684 2125 3228 1037 1682 803 
931	31	151	119	3868 2653 3492 3829 273 4207 4066 1715 42 3558 2014 1210 750 300 3331 241 389 3177 847 1803 1707 57 1104 683 
826	31	286	120	4632 4277 254 1814 1422 3107 1159 1500 1521 401 1461 409 584 1138 2626 2857 3330 266 92 2998 3390 1040 2080 3199 
702	31	335	121	1121 191 144 3803 3651 4204 25 2329 4722 346 1117 146 2046 1236 1338 3609 4174 2238 1283 3460 3115 4070 1474 2992 
585	31	67	122	1974 573 2455 3148 4614 2322 2052 20 48 3857 4594 1566 674 1868 4350 4352 1803 3396 2317 2993 1649 3197 3091 2518 
244	31	63	123	2474 2906 597 2482 3943 551 275 818 3368 2227 4003 4516 870 1524 183 5 2070 3950 672 1744 162 2896 3504 2419 
519	31	330	124	601 391 3657 2882 4497 2763 521 2507 3663 209 670 1797 3954 4031 3485 1061 30 2494 3845 3097 1573 3986 1663 1576 
627	31	302	125	2475 606 3809 1328 3635 2776 314 4434 1487 4634 953 2358 2870 2708 671 1319 4256 2589 3740 1952 3567 3246 3209 2673 
189	31	336	126	199 556 3864 3506 4439 4122 2348 407 1445 812 4258 123 3131 97 3640 2554 3243 1185 1067 4422 4379 2143 1249 2066 
886	31	407	127	3598 2436 4478 2091 4229 252 2199 25 857 1773 3104 1730 2563 3219 2749 673 1589 1599 3887 2228 4017 2147 2397 1109 
885	31	256	128	1085 1593 598 4108 279 4226 2206 3254 2036 1255 2151 3850 1397 997 2818 3357 1935 4238 96 1706 1431 472 419 804 
889	31	238	129	743 2652 3491 1482 1872 2946 3302 4281 4517 3559 2170 3972 2176 2243 4214 3666 3480 4330 3352 3228 3462 2897 3684 682 
325	31	15	130	4301 592 3860 1183 1852 1945 181 2744 4490 1671 1212 895 2602 612 460 3136 242 4545 38 2235 2494 2893 928 2008 
205	31	212	131	4306 2714 315 2198 4202 1905 1900 1426 46 3510 2406 1112 3977 1033 427 3488 3601 2877 895 2609 460 4545 471 2252 
779	31	359	132	3611 4267 61 4102 1925 1055 875 872 3977 1561 2466 4277 4199 2937 670 1591 4686 1027 2042 3119 3422 4406 1683 681 
778	31	390	133	3773 608 3802 1908 2197 1896 2826 468 2228 2482 3347 4168 2626 679 3953 3483 3633 3157 2551 1993 2325 1624 2006 2690 
831	31	301	134	2965 4083 3926 2591 2925 2193 66 4163 3234 2209 1612 525 1691 994 2722 3767 2282 2645 1794 4562 3396 2087 4403 374 
694	31	15	135	3715 1177 4450 1872 2943 2601 3453 1077 953 3510 1854 525 1509 3760 2998 2627 2423 2854 3316 4714 2898 1180 1364 2141 
496	31	210	136	1305 3756 4435 4457 4107 3042 173 4513 4671 587 204 616 3624 3919 3354 784 3783 4504 2559 1827 3426 1823 828 805 
138	31	300	137	2596 4362 2921 51 3928 3005 848 3237 1408 3998 777 896 2918 3485 3134 2186 3063 4750 2081 1182 3033 3964 1745 927 
364	31	190	138	3320 2823 2785 3212 1733 4671 3082 1175 1154 1336 2669 3627 4034 4170 1728 1600 943 4402 1472 4480 1976 2012 1414 2691 
151	31	380	139	995 3821 3617 2719 987 2194 3616 1779 1487 1469 1759 3917 309 2629 4213 4252 3930 94 2953 2551 473 3194 1898 2692 
573	31	318	140	4360 575 276 67 83 4200 3677 4129 4281 1638 288 546 3603 2625 1135 245 4111 3315 4736 2124 3543 19 4527 824 
572	31	155	141	4262 212 2291 556 498 2613 1980 3253 3347 814 360 1095 1274 2856 1594 1930 4110 3172 4156 1559 4524 2278 1537 416 
506	31	148	142	1269 3712 3864 3003 2946 3300 1232 1078 4418 1583 2566 2704 4213 3662 2641 2624 2976 3721 4157 4284 18 2084 1682 4513 
877	31	454	143	2476 702 1871 3068 3733 1892 3454 2982 3106 2603 301 462 4115 1867 4668 31 942 1180 3370 721 2167 1740 514 2399 
893	31	317	144	2927 4434 3142 1925 1484 1931 2945 230 2037 3252 2304 1447 1395 2012 897 4333 4507 3155 1882 782 2492 4179 1472 514 
806	31	374	145	630 3499 455 4477 1987 26 1191 366 3893 1016 1651 1670 1295 3878 1333 4467 2260 3316 1287 1554 4010 2003 689 1513 
764	31	217	146	216 1346 971 40 735 1291 1244 4091 565 102 2977 221 4353 2121 2377 1803 1715 4294 2265 4663 1749 920 479 515 
674	31	27	147	313 2920 2194 4455 1051 4727 798 3850 301 658 3812 2725 2463 613 1794 2187 4230 2124 19 3549 414 1680 3094 2517 
676	31	390	148	1788 3920 1167 3753 3866 661 3145 1484 3306 4538 1835 1585 1696 3089 814 4499 4199 3137 3709 4624 4234 106 921 2530 
117	31	153	149	2638 4369 2192 1905 4474 2624 1964 1941 1587 1693 1757 631 4213 3934 4255 3085 1881 3509 4730 961 2493 2496 801 291 
111	31	73	150	1348 2659 1321 559 2847 3928 2199 172 3160 1072 2157 3674 810 2178 3661 1356 4464 3508 2336 3118 2575 1687 2790 2693 
309	31	13	151	3599 553 1920 2808 4345 2821 1631 954 3732 2172 2173 1013 897 3874 1068 2044 4712 2337 4735 4071 473 2753 2793 2067 
843	31	163	152	1224 1302 2652 3718 4631 4090 1484 4200 4223 2050 874 4413 4089 3836 633 469 3387 4048 3138 2953 2892 357 1456 1539 
842	31	177	153	2711 3928 491 794 3029 3389 1370 2075 2168 779 589 99 4030 4606 224 4648 967 908 4296 1457 3083 294 821 2252 
390	31	216	154	1226 624 2844 570 2543 2130 1610 1196 3746 1402 2011 2010 4318 2282 4335 1153 3486 3741 1881 3206 3241 1723 684 805 
159	31	316	155	1340 4320 173 3652 1858 2308 2099 4746 3125 1118 2365 2464 2913 2722 1790 3669 3522 2217 1188 32 518 1578 3190 2377 
340	31	97	156	1082 668 2090 3657 4343 3233 4612 28 4744 3857 2382 1377 1698 202 3556 715 4621 1912 2276 4713 1282 4589 2104 
811	31	208	157	3822 4363 762 4323 2828 3736 1815 795 858 1018 1465 3761 300 2425 4113 265 1186 33 410 688 2750 2693 3729 
422	31	433	158	2438 154 1262 981 3272 171 3518 1982 3107 1736 918 1016 1991 4337 447 778 4748 3782 1044 2559 1477 1246 1516 
193	31	244	159	458 1128 4327 3347 3738 2546 4414 3571 859 2033 653 533 1136 1955 240 1886 4287 2088 1709 1604 3965 1102 2259 
277	31	207	160	4089 2718 3148 2988 44 4745 1989 524 2400 1464 1651 2362 2074 3768 4253 1179 4506 4601 780 2082 3569 3992 3983 
527	31	104	161	2965 4363 2962 2941 3217 1770 695 3512 182 1119 3990 1235 1358 3604 1353 2073 1556 4391 1009 860 4488 4583 2795 
859	31	57	162	768 3710 191 2190 395 139 256 4476 836 3471 403 520 424 3957 149 1957 1068 1556 1559 1629 4016 1246 3421 
99	31	458	163	1349 3717 86 3291 2880 2780 1619 2984 4494 1403 189 3812 3811 527 2468 4649 229 2973 3428 4052 905 1248 4586 
232	31	204	164	2659 708 599 1207 700 4636 1870 2540 957 2248 2687 2457 2468 4032 3077 3640 3501 4396 2671 1245 687 923 1001 
610	31	203	165	3900 4265 1324 1169 4634 1901 2203 876 2209 4288 3362 402 4273 2721 4197 1796 3624 488 785 642 1518 2102 4587 
370	31	295	166	1141 3532 1054 2133 2523 1505 3892 2685 500 3859 2722 1792 2073 2186 386 2521 4732 4139 1721 3840 2359 2791 805 
820	31	196	167	3591 1162 4247 82 495 4554 4477 1717 2560 3341 731 655 1392 2013 1095 3767 4250 2469 614 4538 78 2258 924 
510	31	486	168	1222 335 2453 4570 4209 4106 1906 1489 3044 4360 696 508 2674 2934 4254 711 169 4695 4019 1065 2024 4481 2794 
456	31	198	169	2779 3758 4754 3736 3730 4703 3691 1941 1111 1699 1278 899 3819 3155 1868 4736 1974 865 4661 3093 4486 1669 2398 
654	31	404	170	1853 2593 2843 764 3004 4577 4552 2942 1851 2962 2170 2917 3708 73 129 1499 4605 3391 15 2312 867 1106 419 
181	31	418	171	153 3823 3713 4451 1300 3450 2340 2484 3434 4385 1398 1653 469 4276 1495 738 94 1635 4171 4131 2352 1479 2107 
