Course	Room	Teacher	Time	Students
30	87	45	26	1349 1223 1082 597 884 987 69 1147 1771 1299 2385 421 326 364 1509 2158 610 1012 1259 2289 1230 1091 965 676 76 1848 1938 1284 2045 2318 1977 295 476 2361 720 2374 2038 2064 293 
196	87	25	27	214 152 194 954 1899 179 175 1721 80 1078 1057 2223 957 2156 655 2241 1750 308 1213 1217 1232 638 1137 2287 1597 1868 481 869 38 2216 1558 56 1671 726 722 1669 1515 1745 2377 
165	87	54	28	1305 559 735 1266 62 172 837 970 1638 2300 1408 1018 2150 283 1670 1673 1231 1310 1275 1918 655 268 964 2277 2334 1020 17 1977 1184 2232 2279 1723 1002 2395 2142 474 1515 1688 514 
42	87	144	29	1268 489 488 454 88 2096 1721 1891 854 1712 690 2130 1076 1059 1073 288 180 2382 1505 933 280 285 1237 896 2175 856 126 1378 269 1571 1995 1554 2086 2236 1455 2256 2101 1664 432 
120	87	147	30	595 1785 2198 212 796 1588 857 1634 697 23 2208 1074 2222 1855 778 524 819 346 404 2150 366 1015 365 2074 1234 585 1420 2202 565 1830 655 1599 1969 1436 1849 1063 1243 1356 925 
296	87	145	31	1129 155 338 669 1080 1340 194 1122 1344 314 1922 2092 493 1816 837 1779 524 2 1443 328 1460 1095 1315 633 90 2246 785 800 1627 2335 1065 2010 2259 1453 1384 1385 2255 1761 2370 
110	87	86	32	887 1200 553 552 1877 64 1908 1906 398 792 1773 46 953 1818 1659 1375 287 890 1279 1796 1319 550 2180 241 306 387 128 462 1153 294 785 1041 12 1604 726 1683 410 373 290 
183	87	41	33	769 982 701 2097 1872 69 495 832 1996 21 1773 1730 1335 1114 812 1296 284 1244 1317 2238 898 2284 2285 1266 120 1932 108 2274 39 2041 1753 1282 1460 1457 1532 803 922 2007 430 
157	87	70	34	318 555 1206 550 1787 60 238 136 1439 2320 636 1942 956 1398 2244 914 1407 910 913 1235 750 1313 1214 1004 999 1794 2183 381 787 948 1752 808 1687 1872 2101 2351 924 683 2399 
47	87	27	35	1260 317 553 1988 473 82 279 1814 1812 835 1583 957 1110 1526 1465 548 2113 1752 1138 469 759 2285 615 1491 168 388 1885 2287 223 481 1435 1821 2310 820 2397 1452 1384 2060 2371 
144	87	40	36	458 883 1146 1222 1220 661 1202 117 1067 1902 886 1198 1864 44 1072 1613 1820 527 2384 1562 1655 934 1219 1151 109 125 1501 2046 38 2219 2279 1972 1971 1415 416 2009 1380 1852 2148 
161	87	100	37	1140 744 159 598 662 575 660 115 273 178 1929 1987 690 831 1772 2000 1611 1678 1251 1396 1400 523 659 2280 2283 2134 1355 998 99 446 260 243 1646 1863 2109 1665 419 926 
69	87	16	38	126 668 450 2295 1202 1871 2320 2054 1078 2110 2382 1506 1250 2073 1033 911 408 1278 770 718 300 613 1790 460 1333 1861 2367 73 243 2294 1834 1431 937 1363 646 824 359 1417 
178	87	135	39	623 989 1264 259 396 496 1633 1771 2119 2059 1851 1197 288 939 1112 2033 349 286 1176 997 1217 1368 99 382 1659 1867 167 249 1280 1804 1828 33 1845 1477 2300 2167 1655 1539 
249	87	39	40	592 631 455 984 88 606 970 1610 1736 520 1521 6 1506 285 503 1462 1316 991 990 1131 74 128 482 1992 2042 1828 2127 18 291 1808 519 2254 1930 410 2379 351 12 1574 
176	87	32	41	607 952 154 2296 702 1874 67 256 1858 438 1777 2057 2342 1075 180 403 547 1465 2033 1394 1036 2259 2280 676 672 567 260 71 1280 1843 1841 727 1687 1530 2165 2356 1576 728 
253	87	127	42	1269 1082 940 1301 896 1370 838 29 1071 542 819 1254 1504 343 1032 2247 1391 1750 2275 522 1311 1355 1492 71 102 94 2330 2271 781 905 1825 2324 1438 928 531 1101 2038 1108 
228	87	32	43	592 1163 598 571 86 1878 1901 854 1547 794 1638 1586 1298 1121 329 2074 630 1215 561 1273 1274 74 2187 229 1914 1551 2047 1026 1802 2128 36 2069 2001 1001 1517 2377 2354 804 
152	87	38	44	1269 708 1303 1784 2299 457 275 226 231 1892 1546 2037 691 1058 1325 1111 651 1293 1296 2116 1338 1238 2014 1868 1599 222 480 1026 1641 1554 2273 1282 2158 1722 1366 1998 1411 2372 
74	87	116	45	1209 624 2293 259 1160 1890 25 1632 2343 1587 40 1019 1653 1677 341 409 402 679 2284 446 73 266 2072 1591 1418 1468 1640 1553 2043 384 942 1537 2025 1451 2375 922 1512 431 
73	87	117	46	1129 742 2302 709 764 985 2094 277 2326 839 1819 1111 1112 918 737 2260 930 1442 203 895 78 1137 672 161 2054 2179 58 783 1977 1603 1626 35 928 727 1470 2261 530 294 
218	87	51	47	1325 1934 61 273 1924 804 1895 2098 1051 1980 1813 46 1444 509 1378 2071 549 1013 1217 772 1276 1597 1867 1756 242 282 1802 2215 2041 1708 864 2254 533 1247 1744 2364 376 
131	87	57	48	1087 150 602 706 1871 394 177 961 236 852 2223 1611 651 810 2242 753 1158 207 638 565 1330 1863 1040 240 1047 2189 222 2270 2045 1995 2057 1601 1049 2103 510 2356 385 
135	87	9	49	601 198 1779 228 1924 176 1907 250 1879 27 1850 1077 1733 1960 2223 344 1694 546 1691 2071 1564 1654 1316 144 1156 148 1866 1555 338 33 2310 2236 1454 1473 1531 1573 2105 
283	87	44	50	601 2269 1120 2190 63 2090 807 494 232 975 2132 1773 1580 42 1568 1038 1255 1758 1017 1011 1567 1799 1237 1312 1274 305 617 1493 295 1843 1558 2020 513 1516 515 433 927 
266	87	5	51	1323 705 1122 2294 115 256 257 832 2322 831 697 49 2381 322 406 320 1376 1465 1576 2362 611 1794 1867 1121 1811 1803 1188 2040 2126 1288 2049 1681 536 1365 513 1766 2065 
39	87	3	52	1326 452 274 490 1738 1542 2208 581 873 2154 1525 2248 1114 737 435 665 1294 1374 1310 613 467 999 307 1479 1491 358 164 2089 783 861 945 689 1452 2100 2356 820 1538 
37	87	106	53	1304 319 30 744 1147 629 664 1908 69 1892 1199 2308 1949 1523 1397 1210 1792 1130 1805 1277 1861 1620 1043 2332 1992 1046 1801 1726 945 50 2049 2396 1578 343 1740 2160 822 
60	87	53	54	862 156 1784 701 495 171 255 24 1311 1942 2209 1371 1503 2019 4 504 505 2013 308 771 1338 1171 772 1332 123 264 1887 95 1880 1550 1999 2315 928 2358 438 2060 801 
66	87	6	55	544 1306 147 748 191 131 1823 1485 1904 959 2201 1837 2324 1500 1408 1399 2112 1010 816 1699 752 204 718 1553 566 2330 1993 2276 782 1045 55 32 2048 2000 2141 475 372 
173	87	131	56	1222 157 311 453 317 1266 1483 2094 2092 1906 2099 1630 1984 2056 951 119 1778 1569 401 1986 200 448 1311 674 1319 1860 1516 2088 1620 1999 37 1535 2140 1688 1761 1001 431 
145	87	64	57	150 1307 1147 590 1876 1902 1901 1858 1949 1982 1969 2228 1637 1582 1192 1963 2173 2032 508 1014 2114 2115 716 758 810 261 1915 1802 1641 2124 53 1606 1536 1477 2254 2251 682 
182	87	123	58	1165 747 218 357 252 693 2300 293 1 520 1691 1292 1692 1755 2077 1672 1094 448 755 445 71 95 1415 2047 923 59 2233 1808 2024 1367 1535 1518 1100 2376 1761 1724 2105 
220	87	3	59	885 1865 760 192 397 2196 85 1055 1261 1852 1194 1568 2175 1756 889 1316 1216 759 299 710 108 124 1935 1912 106 2120 1702 2124 2272 1846 2001 412 2391 2061 435 1766 516 
201	87	121	60	740 1086 1160 746 1341 1126 430 391 67 1892 1985 2340 44 2221 2034 1467 2264 1684 147 1312 754 443 1132 461 1932 1957 228 92 411 1842 908 1537 828 647 299 1384 1416 
206	87	69	61	459 768 597 554 1783 577 270 2323 1631 1946 183 544 1334 1793 205 650 717 1132 2386 446 1179 1277 739 1492 1869 1939 1353 846 1643 1978 55 2279 1288 1186 2379 1763 2252 
75	87	146	62	313 1148 628 751 456 1127 234 1902 231 517 975 1714 1965 2328 938 185 105 1518 1799 1798 717 662 489 2188 1880 1551 2089 1841 2087 1769 1476 411 648 1571 817 1002 1661 
284	87	44	63	606 1324 705 1907 855 1423 1540 1058 47 2303 1585 1757 2260 1234 892 1091 993 976 1337 1475 305 1002 2183 1491 382 1495 488 1886 1644 1283 1845 1970 1367 1530 478 1940 
292	87	7	64	662 2190 132 88 116 2091 175 853 1941 858 1370 2382 367 1654 1013 140 461 1330 307 1490 2182 2187 1887 1178 94 1881 2331 1994 2082 1971 866 724 2006 2140 1664 2370 
198	87	22	65	309 192 114 1485 230 257 1544 974 2056 1428 1944 2221 524 2171 1252 933 1692 502 2267 891 1139 750 1312 207 566 1930 906 485 900 1641 16 1722 1809 354 1749 2104 
197	87	20	66	1143 318 598 311 1200 232 1712 1632 1985 2325 1584 6 280 188 1328 1034 439 1230 636 2023 1332 1422 240 423 97 784 965 2044 843 2258 2147 1579 2378 2005 1459 1574 
111	87	107	67	1329 746 982 1605 888 1229 1926 1540 790 954 614 2243 201 1097 1239 1276 436 575 70 1910 1786 13 961 2332 967 1828 1800 1647 2314 2312 1126 1537 532 2257 1662 728 
83	87	121	68	988 592 573 62 989 498 1907 86 1879 1589 2155 951 2328 1731 1110 2153 1120 1036 815 1654 473 205 1312 266 1395 105 991 2217 634 1850 1364 1450 1360 475 802 2065 
184	87	66	69	590 1321 195 1450 980 1149 969 2309 1777 1962 542 1446 2268 546 1522 1756 1213 585 2280 1271 467 616 567 1594 1917 1804 1704 963 1062 1821 2087 1241 378 829 290 1729 
224	87	56	70	313 51 315 2190 259 1487 1486 1832 1712 1423 971 1583 45 1447 1009 1465 632 619 1669 2201 1098 670 1135 2110 684 220 10 58 1709 1029 789 720 646 1573 1687 826 
143	87	136	71	605 1615 624 1263 749 1261 1264 60 2090 1896 485 2226 952 1988 1256 403 1679 1341 1651 1566 659 1094 1359 651 120 1952 226 1939 484 1994 2249 1472 829 823 820 1575 
231	87	14	72	1129 1141 1226 456 133 1482 1610 545 791 1076 2328 957 508 651 1464 1467 916 1461 2159 1698 896 303 1493 1494 2185 2071 163 1434 842 782 1656 2235 1721 2339 1951 1577 
40	87	87	73	989 1625 663 256 692 1817 1718 1568 2035 1504 506 1563 934 751 582 143 1157 611 447 1422 2184 2189 167 845 372 1997 2273 1823 1970 2068 2146 1104 646 511 1760 1750 
122	87	28	74	334 1782 577 190 394 545 231 492 493 1810 970 1190 1585 345 2368 1015 753 582 468 1351 466 1434 615 2327 225 1623 1553 1046 1023 945 2048 644 1617 1762 294 2100 
217	87	99	75	1166 880 609 767 606 112 235 1858 1853 818 540 326 2400 1402 2071 2116 408 684 1172 83 2280 779 72 648 486 1912 1991 2042 1707 724 352 1384 1572 1570 2066 
227	87	88	76	1085 626 1324 884 453 700 550 110 82 174 1813 978 1678 522 506 2362 913 1295 1217 464 1492 90 1915 434 1286 2043 1801 1863 2084 1367 2109 929 370 2101 418 
53	87	66	77	1142 885 576 271 633 757 87 1739 693 1423 831 603 1077 1548 2383 642 652 1560 287 2012 1174 894 1155 1955 2135 1641 2193 2042 1626 2338 866 415 1769 1008 821 
84	87	85	78	740 1227 1140 1205 1783 984 1920 1487 1909 1907 1631 2346 792 1582 1718 2138 2177 2179 1034 1798 582 675 1511 672 306 1348 907 1643 1740 46 688 1458 2255 1387 1766 
7	87	137	79	2130 199 558 746 1342 136 1908 1489 1892 1879 2206 1962 3 2171 2385 1116 1388 427 991 1172 239 1791 1795 123 1887 785 967 22 1049 788 1720 2392 2140 479 2162 
35	87	83	80	883 1086 909 1226 336 191 1089 765 270 1304 1833 2229 689 1255 1675 287 1128 511 1494 1888 269 92 79 902 2211 1642 947 2324 2313 2020 1363 2083 2060 1576 822 
64	87	1	81	1141 155 557 316 1194 1925 232 2322 2134 1056 49 43 344 345 2033 843 420 422 1657 1154 1354 1937 102 165 2189 1938 1882 1807 2070 2125 1706 947 1241 370 2371 
175	87	72	82	769 1145 159 1260 766 129 284 1814 830 794 1424 2301 656 1370 1527 2031 1561 1562 2113 1037 286 1213 465 2285 1910 104 2215 2085 683 1360 587 2351 418 2371 2149 
99	87	46	83	1307 1144 1342 455 1126 2096 170 2051 2381 2321 1639 818 1692 736 1033 233 2114 1462 145 1310 2281 1130 1099 1796 325 129 1990 32 57 1748 1100 824 2009 1380 2149 
17	87	148	84	983 454 2095 2094 53 1926 1871 1733 1581 1855 1196 657 1758 349 1095 448 773 369 1796 567 1933 964 2047 1849 1387 1280 1023 2235 943 940 1685 2393 2351 292 1719 
16	87	71	85	1788 374 1168 764 1482 66 2200 836 1811 2302 406 540 1018 1505 910 1035 1317 440 13 445 444 1595 244 1499 97 1287 1435 16 363 537 354 413 686 1741 1743 
159	87	23	86	199 2293 1204 1695 2294 170 976 1422 851 48 798 2173 1527 546 2292 739 1390 777 750 1681 475 713 711 1659 229 268 1991 732 266 2147 1364 1842 920 1512 2186 
44	87	18	87	153 1615 2295 112 1878 1544 21 1192 859 1197 730 526 84 2153 1378 817 1213 1314 205 903 1134 1597 2263 1869 1884 1883 1837 1608 1044 1471 474 682 826 2251 2355 
202	87	105	88	741 1085 595 600 888 1201 1140 395 276 698 955 1944 2171 2384 933 917 935 587 678 583 209 564 1330 366 483 1746 686 2336 19 680 2255 1413 2064 2357 804 
76	87	11	89	1305 2097 1300 1208 2293 1782 336 393 1539 258 83 1896 1905 26 1078 1373 2175 890 1352 1758 616 778 1099 226 166 845 15 2231 1185 2192 476 1451 685 1006 2251 
21	87	13	90	708 452 331 1088 1921 272 87 797 1816 857 972 799 1549 182 421 2072 549 197 409 204 1171 442 1136 1179 2188 1979 2191 860 2146 2321 645 1101 1006 2148 
4	87	73	91	768 451 197 457 274 80 2099 1636 1964 1852 1819 657 1408 1759 545 1401 937 2076 1654 342 1351 1355 383 389 2270 1801 1971 52 1240 517 1247 2100 1740 290 
280	87	24	92	743 885 335 1329 553 457 132 1307 1484 139 1815 2205 289 2384 548 1509 2265 679 1233 1154 245 1931 1593 1621 2334 18 31 2218 1768 2021 1008 1385 1387 1513 
57	87	83	93	1601 339 1953 570 609 1489 871 1473 45 1857 1755 2039 587 1219 1173 1334 677 2286 265 79 1027 960 1828 948 2338 860 1844 2316 1578 2022 475 433 1108 848 
115	87	29	94	214 199 602 704 598 2092 177 1199 1616 42 2119 1365 340 1117 282 630 2309 1214 718 902 1863 226 2213 1701 39 1280 2231 292 1205 2027 353 530 1747 2064 
88	87	92	95	883 988 210 889 1203 1874 1051 1811 356 1731 1736 1 2380 181 1397 2388 2077 1406 2242 1462 771 1158 1334 1275 99 2182 846 1702 2003 2108 1685 532 1100 539 
273	87	35	96	1085 1160 332 138 493 2172 1968 2223 731 1526 1507 9 1676 1392 1448 201 309 1174 142 1137 1356 121 124 160 847 900 844 1373 1363 1009 299 1514 515 1369 
277	87	33	97	2298 1169 62 619 1484 139 174 80 1050 856 20 1837 526 2348 1549 407 3 1299 1317 569 448 1423 125 1911 160 1042 849 433 1366 2395 2020 371 1763 405 
86	87	138	98	1305 744 888 1203 89 1051 2052 971 1981 2037 356 1019 523 549 146 542 300 301 1354 1256 222 1043 1024 1553 1540 2214 946 1457 2003 2359 1666 1380 1001 1574 
8	87	61	99	620 886 982 955 551 660 270 1899 252 1893 1429 1195 1945 2032 324 189 502 815 2116 1259 1316 1267 713 462 75 123 552 1646 57 519 647 803 1004 419 
254	87	96	100	1225 1083 60 1921 491 833 1544 1810 1428 637 1612 1521 2386 1292 280 1670 2076 658 2151 1176 750 1233 1933 2110 964 2238 2044 38 1283 1918 379 1680 2167 538 
180	87	62	101	664 1344 1346 1873 134 1904 1424 1731 877 1658 2177 1461 1297 1699 631 1173 803 719 1337 966 1595 1594 122 242 128 95 2277 17 1625 1649 1106 2374 800 1511 
181	87	69	102	603 555 1168 1202 2095 258 919 395 399 1834 1079 1964 1190 1697 2176 1464 1529 935 408 2288 1009 1238 263 75 168 160 78 1042 1803 18 2004 947 649 2162 
250	87	31	103	626 1783 576 218 1439 2345 2203 1835 1018 521 736 506 507 1755 2011 449 1233 461 1381 1119 1952 1911 106 1046 2316 821 1826 1064 293 1360 437 1004 1577 1662 
72	87	65	104	623 1149 596 1206 190 1648 272 776 111 496 255 25 1052 2052 654 2367 2263 1174 1133 2281 998 1319 383 1869 2331 1287 2126 1972 867 1260 518 1244 2290 822 
78	87	148	105	1209 1340 749 1543 1240 1073 3 181 1651 284 1448 751 895 1024 1351 1099 1153 1933 1885 1959 1068 1677 906 907 1997 2268 2082 863 1431 1999 2145 2143 2164 1975 
267	87	87	106	1348 1209 1787 2195 178 1903 951 1639 1614 1853 2304 2172 730 1376 8 1407 1671 1258 993 1132 714 1331 1178 1497 1318 2121 1849 55 908 287 2004 1475 1827 291 
212	87	79	107	1268 1300 1302 629 1784 892 61 391 583 2136 1859 1949 1982 971 1193 1113 871 1254 2157 1031 1139 635 2322 229 1916 2268 34 357 1364 829 644 1383 1743 
137	87	40	108	881 886 884 1328 700 2098 1524 2052 1583 1502 525 327 324 1533 1401 2011 1451 1235 1314 1215 1179 1592 227 1848 54 1724 1029 848 378 2027 1833 723 372 
225	87	97	109	605 217 1208 701 1876 600 1222 27 1634 415 1838 654 2119 526 340 1253 2261 2076 816 1313 2088 1919 1763 2123 2271 948 2267 518 1579 2168 2103 1385 806 
28	87	129	110	1224 748 316 1088 1876 136 135 174 491 1774 1983 1580 2305 979 1989 2383 321 2176 2401 2385 329 1685 586 1153 261 487 2044 2314 865 1748 1573 2357 1382 
128	87	103	111	881 210 762 664 1433 179 236 251 1543 2206 1079 1190 1967 872 1257 1444 2176 280 2267 568 896 1028 758 122 96 2343 1996 1648 1241 470 2395 1689 1005 
132	87	51	112	1383 1306 2292 1783 1203 498 1055 878 853 1730 1613 2138 2139 429 1445 186 2018 1017 425 1449 585 1806 180 1432 249 2274 1803 2040 1604 1456 921 1765 2355 
54	87	91	113	1162 1173 190 115 88 142 1835 429 657 1501 187 2367 1400 1393 1567 2289 144 776 1339 465 1790 304 460 576 1932 1937 966 38 1973 2237 928 374 291 
290	87	7	114	591 1268 599 312 333 1925 1421 2322 2341 2305 1409 2154 1373 5 734 1399 2113 2240 902 618 120 1889 1551 39 783 1063 1847 2278 355 2060 2166 1003 1764 
134	87	120	115	743 1080 1341 453 2309 596 1679 281 2111 2112 427 1246 1025 892 1358 1214 899 1219 1238 810 1952 487 1285 1701 865 1976 968 2234 1607 477 32 1747 1415 
193	87	93	116	593 572 663 455 238 1873 66 279 1903 856 974 1981 543 1694 2019 7 2401 1292 2364 934 443 208 1098 589 1917 1186 36 2084 848 1684 648 1462 1766 
226	87	41	117	1128 579 1141 558 603 159 980 761 1924 68 257 1053 1518 1617 1856 734 1117 1033 1677 362 1207 341 442 2135 842 1182 2087 1536 643 2393 920 2065 517 
129	87	43	118	1201 1926 973 2229 1582 2302 978 407 939 546 1442 2401 1560 1115 937 1259 584 581 675 714 671 1150 1496 1888 2204 1550 1021 2083 1723 472 1850 533 2074 
241	87	86	119	1085 196 984 1613 2095 499 276 2342 876 874 1718 1818 1734 1457 5 504 1460 752 449 441 267 1495 160 781 2213 868 1705 2159 1683 417 644 2256 2107 
107	87	98	120	775 1146 1340 2193 177 1223 230 2037 1816 1426 2349 1502 1780 540 2269 1693 1399 1031 1390 1212 893 678 2137 464 1150 1109 869 1621 1619 929 370 1765 2355 
160	87	117	121	594 669 332 2195 172 1831 2228 1193 118 1445 2019 1253 281 1467 1563 1461 1672 2288 1095 1799 1313 992 1353 1797 124 101 483 107 1841 2313 417 721 2105 
251	87	21	122	214 1167 1301 1205 332 2192 83 1738 697 23 403 1691 930 2114 361 772 562 460 710 1594 1590 225 847 2120 780 841 2041 33 2158 1079 2351 539 1109 
248	87	149	123	606 2185 746 624 704 1185 661 880 251 971 1057 1853 547 2174 1224 1670 1750 440 386 1499 2275 1027 1801 2273 2126 2233 1800 1535 1923 1476 802 418 359 
14	87	50	124	1225 769 134 2297 192 2092 24 2050 2054 2224 1696 183 1501 735 2112 2179 1177 770 773 245 384 2124 1729 2231 1840 1681 2359 1474 413 1249 1248 1516 927 
149	87	49	125	1780 1346 65 234 85 1426 798 2118 1505 1032 2178 1037 426 1097 770 516 589 98 1931 169 2090 161 96 1552 1640 2314 1364 645 720 371 1413 2029 1743 
154	87	10	126	1087 604 745 983 761 1124 1787 137 236 138 850 834 44 407 522 2292 739 1030 1656 2242 441 1336 2285 388 1021 1913 101 104 2047 1555 1187 531 2339 
133	87	45	127	153 747 666 1786 765 2190 114 2197 756 2200 21 838 1586 2139 2383 401 1398 188 774 1211 1339 2369 206 108 824 784 1803 1809 1685 723 2061 1665 
139	87	134	128	1789 607 1974 1326 1144 197 65 1489 691 790 2301 2138 541 2032 342 2114 1390 752 1552 1590 1913 1620 1432 2336 840 2081 1682 1749 685 510 1517 1662 
213	87	62	129	154 747 132 1875 2196 2198 1436 1815 696 2057 1940 1778 1989 1446 417 349 586 569 584 893 1339 1797 1594 1930 70 1069 2125 2335 2145 2359 1687 350 
288	87	47	130	621 212 709 450 2191 1486 497 1815 1830 1715 1967 347 522 1401 2070 2266 1463 2243 568 714 1335 466 1797 1860 1761 1022 2126 1028 1067 1107 1413 1575 
87	87	82	131	590 1204 1904 255 1198 2053 850 791 876 1072 2304 1025 326 1693 184 2030 1652 1036 653 994 990 445 383 614 93 1818 1069 840 1656 2141 2230 1764 
127	87	143	132	1166 578 335 629 1127 278 677 2090 494 797 973 1734 1197 1205 8 1566 1567 1798 303 671 1150 2181 964 1990 2127 1707 1821 2027 1519 2039 2140 825 
293	87	131	133	1305 214 1263 1775 975 1831 1779 1587 1944 2157 918 2400 1116 931 814 631 633 1377 1232 676 1596 269 812 10 2271 1629 51 536 1768 476 1100 1417 
195	87	122	134	216 195 2196 2197 254 796 1635 878 1737 421 813 1010 2360 2344 1137 1152 1032 109 165 801 1622 694 18 944 2313 2068 2144 2143 2141 1745 2350 295 
191	87	89	135	775 607 601 599 64 799 135 134 492 27 2209 45 1195 979 2221 1695 185 2247 1094 2281 1703 227 2 482 916 861 2315 969 2165 1386 805 1925 
174	87	63	136	557 2093 1928 398 1893 2131 1643 2018 1441 509 811 1562 2261 1657 1449 1507 2174 1596 1952 91 79 1990 1702 2122 1625 1979 1628 788 688 474 294 2252 
103	87	144	137	1921 53 1927 2198 81 87 492 237 1836 48 1714 2224 29 1944 2034 545 1466 1753 1566 711 1867 843 220 2239 1995 1180 54 2235 2237 1824 1411 373 
