Students	1200
430	222 144 176 131
431	251 145 200 277
432	238 45 160 21
433	121 100 126 290
434	166 62 40 140
435	50 230 298 85
436	13 162 7 128
437	115 223 3 128
438	27 122 30 223
439	215 151 142 256
440	136 14 242 97
441	188 27 56 124
442	265 114 23 93
443	6 79 166 4
444	103 10 94 136
445	173 246 65 78
446	177 276 123 68
447	156 37 250 287
448	174 237 100 139
449	76 61 177 47
450	67 300 284 196
451	228 120 131 230
452	123 192 231 233
453	111 233 276 248
454	52 280 48 63
455	6 39 115 97
456	160 128 282 59
457	263 102 237 202
458	135 36 278 141
459	267 76 273 52
460	295 32 231 244
461	152 31 175 78
462	274 219 187 220
463	173 190 269 264
464	186 136 211 2
465	95 220 181 60
466	93 294 98 150
467	270 122 242 161
468	94 27 78 166
469	70 108 298 232
470	129 245 77 78
471	77 73 231 115
472	44 111 133 19
473	17 268 71 262
474	220 46 245 153
475	19 167 236 232
476	53 243 160 111
477	153 33 94 28
478	60 2 232 41
479	122 220 40 279
480	172 23 275 151
481	80 126 223 14
482	89 48 152 168
483	282 267 131 49
484	70 239 291 122
485	1 77 31 83
486	86 60 99 85
487	70 228 23 171
488	44 179 64 169
489	284 144 227 80
490	95 15 100 224
491	38 219 230 115
492	33 68 58 29
493	141 84 262 145
494	288 113 74 187
495	246 24 164 125
496	178 191 248 31
497	197 128 293 132
498	48 130 77 285
499	208 292 172 111
500	243 100 55 80
501	288 262 184 51
502	231 85 242 225
503	42 236 96 256
504	106 141 275 286
505	99 20 264 203
506	45 135 234 12
507	264 227 59 139
508	268 117 248 118
509	121 136 256 57
510	141 107 188 100
511	163 24 191 74
512	252 199 82 196
513	216 15 70 92
514	206 71 89 30
515	150 280 46 106
516	282 237 124 135
517	298 22 212 105
518	120 92 25 226
519	59 14 288 228
520	67 38 142 17
521	272 284 247 167
522	298 98 216 38
523	163 239 39 101
524	237 212 170 258
525	291 77 129 258
526	230 288 93 152
527	4 287 108 201
528	85 300 214 82
529	127 283 130 10
530	147 291 216 169
531	171 264 108 33
532	247 35 27 63
533	53 294 72 93
534	232 78 241 165
535	175 8 229 225
536	262 252 149 143
537	27 46 76 29
538	170 224 78 62
539	56 148 111 202
540	201 127 95 58
541	232 22 37 275
542	167 101 282 111
543	14 120 84 217
544	249 28 57 228
545	147 236 112 161
546	220 43 19 160
547	246 158 145 2
548	300 188 228 238
549	75 81 153 185
550	281 29 268 121
551	201 141 270 183
552	248 299 38 110
553	216 207 170 47
554	221 164 18 159
555	206 162 124 225
556	241 106 21 134
557	134 155 282 150
558	292 152 194 220
559	110 193 86 25
560	275 298 244 91
561	65 223 182 235
562	173 115 122 99
563	190 145 225 106
564	107 113 37 191
565	226 19 16 161
566	81 235 125 6
567	239 200 179 236
568	66 226 28 50
569	189 154 144 44
570	51 191 212 292
571	150 149 160 263
572	177 130 209 63
573	288 60 113 255
574	219 234 215 128
575	279 299 278 40
576	4 25 298 20
577	105 287 277 103
578	111 233 67 31
579	170 129 3 73
580	74 106 36 220
581	82 75 254 231
582	249 172 105 62
583	281 41 75 115
584	175 26 86 283
585	295 113 132 37
586	175 283 200 118
587	162 230 17 98
588	62 151 294 277
589	162 175 200 75
590	190 248 57 84
591	13 179 75 66
592	118 13 58 210
593	69 71 67 4
594	166 288 49 249
595	23 182 92 112
596	137 293 261 4
597	279 101 251 160
598	279 146 284 103
599	103 102 233 141
600	216 289 261 33
601	56 296 49 174
602	139 122 158 286
603	277 208 107 296
604	280 54 43 1
605	9 191 7 156
606	119 5 94 254
607	289 38 154 239
608	273 203 298 288
609	261 54 268 111
610	25 219 105 163
611	31 295 197 54
612	94 20 144 277
613	74 257 267 245
614	280 27 9 114
615	271 63 225 250
616	235 142 252 8
617	81 136 236 66
618	232 87 173 136
619	148 53 7 72
620	130 249 99 246
621	43 35 116 263
622	4 234 135 102
623	227 278 188 3
624	295 221 21 193
625	177 42 130 289
626	103 25 291 23
627	290 113 110 152
628	261 56 106 189
629	155 107 247 11
630	242 50 160 280
631	276 245 202 286
632	70 34 83 234
633	2 300 127 89
634	70 243 175 43
635	250 282 41 196
636	245 213 124 32
637	211 121 96 284
638	248 105 197 78
639	89 289 37 55
640	96 252 33 25
641	224 148 37 140
642	80 248 292 174
643	292 242 221 162
644	62 214 156 283
645	159 87 59 282
646	10 224 67 83
647	25 221 169 133
648	71 37 184 186
649	270 243 264 215
650	237 296 137 46
651	233 295 2 97
652	77 290 232 115
653	180 31 41 30
654	2 181 92 66
655	276 52 38 182
656	295 251 218 122
657	26 105 54 242
658	56 160 272 121
659	1 193 84 124
660	256 266 268 258
661	296 65 298 115
662	115 132 75 58
663	23 276 7 230
664	51 91 134 76
665	251 264 237 259
666	258 70 250 294
667	288 2 3 254
668	17 11 187 35
669	265 140 257 92
670	14 293 253 113
671	63 57 270 8
672	11 200 33 87
673	28 243 100 13
674	67 71 73 254
675	136 157 146 179
676	63 151 160 98
677	189 212 240 216
678	154 17 145 104
679	53 78 164 144
680	92 110 106 248
681	131 50 250 155
682	45 47 223 260
683	17 242 44 104
684	52 178 222 218
685	85 247 35 28
686	2 260 15 113
687	5 121 265 66
688	57 269 140 214
689	215 78 132 261
690	134 82 55 267
691	279 57 52 126
692	296 94 64 282
693	161 9 81 300
694	211 266 48 3
695	130 153 163 178
696	223 26 252 222
697	231 49 229 162
698	34 150 134 73
699	78 233 223 193
700	255 7 181 8
701	300 250 259 282
702	134 237 171 242
703	213 56 48 37
704	41 161 295 164
705	290 174 107 28
706	276 250 23 25
707	120 90 279 27
708	46 219 181 130
709	177 73 268 6
710	101 128 132 274
711	195 104 233 284
712	227 221 75 223
713	152 171 157 155
714	280 53 136 144
715	154 250 207 298
716	201 72 232 224
717	292 213 32 195
718	202 215 135 71
719	227 79 282 299
720	66 277 50 9
721	232 12 278 76
722	286 122 195 119
723	66 57 112 295
724	41 267 1 83
725	180 170 147 174
726	207 111 222 157
727	98 286 110 163
728	61 194 182 247
729	86 245 21 48
730	231 43 99 275
731	48 147 35 68
732	228 151 199 116
733	127 96 212 277
734	290 101 296 244
735	261 32 37 238
736	119 134 78 163
737	90 39 210 27
738	233 17 1 191
739	115 43 297 117
740	103 251 136 261
741	52 294 239 143
742	240 3 57 232
743	181 256 275 293
744	100 143 270 239
745	90 298 201 45
746	179 162 72 186
747	188 296 158 147
748	296 290 53 176
749	70 31 96 173
750	57 297 149 269
751	194 266 276 184
752	3 86 229 13
753	103 165 156 227
754	173 55 63 132
755	167 12 10 46
756	218 34 266 233
757	165 32 146 286
758	293 266 164 2
759	131 141 224 112
760	221 87 187 62
761	209 283 87 288
762	198 164 295 234
763	134 107 90 229
764	218 115 299 176
765	38 81 234 39
766	173 206 255 181
767	237 234 296 40
768	225 119 1 222
769	89 40 10 152
770	41 220 34 46
771	236 151 39 1
772	136 274 222 92
773	174 9 155 247
774	261 51 216 165
775	58 41 259 192
776	27 102 24 197
777	158 70 174 63
778	238 81 8 50
779	105 46 65 85
780	102 295 179 244
781	78 291 270 260
782	216 258 66 171
783	229 172 143 100
784	59 47 208 4
785	242 249 1 19
786	269 234 201 58
787	84 268 177 148
788	157 24 219 135
789	25 12 50 177
790	16 199 31 122
791	89 43 244 243
792	110 26 105 153
793	231 98 192 182
794	284 291 251 28
795	144 56 57 259
796	167 144 230 29
797	220 136 45 249
798	111 41 290 200
799	145 103 136 173
800	91 223 176 207
801	288 275 74 72
802	97 164 273 278
803	269 233 230 135
804	20 293 236 199
805	270 159 79 18
806	114 165 111 233
807	289 224 193 284
808	41 275 265 32
809	195 47 110 274
810	112 76 28 154
811	79 71 128 297
812	239 208 27 148
813	39 140 290 61
814	228 227 226 113
815	74 260 61 239
816	22 97 283 31
817	206 235 254 23
818	112 287 30 106
819	166 57 33 196
820	140 39 115 81
821	218 57 230 193
822	155 49 285 133
823	129 236 127 100
824	64 143 88 233
825	87 148 115 123
826	179 43 200 258
827	227 226 270 80
828	274 167 288 15
829	212 218 224 298
830	228 123 61 274
831	135 145 74 216
832	184 57 298 287
833	230 71 223 187
834	80 233 267 149
835	77 259 212 149
836	202 225 181 100
837	288 174 45 6
838	150 168 144 66
839	80 32 297 300
840	224 102 161 234
841	228 89 181 261
842	286 54 111 99
843	286 263 173 141
844	208 202 218 51
845	162 129 53 13
846	108 197 29 34
847	241 270 205 198
848	68 297 173 160
849	255 82 143 66
850	258 82 227 72
851	135 51 5 43
852	201 277 199 287
853	154 116 85 118
854	295 3 199 93
855	72 187 230 9
856	143 21 227 152
857	248 100 1 252
858	147 252 24 143
859	191 194 248 148
860	76 152 206 237
861	229 228 245 70
862	258 163 125 157
863	278 34 84 129
864	83 214 186 42
865	218 259 272 48
866	198 48 249 174
867	114 280 220 167
868	221 211 241 26
869	60 266 101 281
870	3 196 145 172
871	72 145 75 151
872	37 177 52 4
873	220 175 161 295
874	241 119 271 27
875	49 123 276 242
876	131 250 121 31
877	19 255 164 46
878	126 188 51 96
879	297 200 112 240
880	61 259 73 12
881	96 268 128 237
882	18 282 276 34
883	299 229 224 235
884	131 272 73 9
885	192 202 145 125
886	289 139 117 146
887	285 184 273 20
888	8 37 63 33
889	186 150 73 91
890	41 101 284 297
891	203 135 294 193
892	68 137 1 249
893	128 300 96 100
894	102 162 252 245
895	286 196 115 208
896	58 228 153 224
897	155 247 175 270
898	140 91 55 174
899	264 165 16 39
900	227 28 270 100
901	78 249 94 238
902	171 176 94 32
903	37 136 149 255
904	259 92 149 73
905	284 193 58 82
906	45 99 26 203
907	184 156 237 146
908	120 75 264 12
909	282 223 116 229
910	150 159 223 180
911	198 57 243 231
912	100 71 21 239
913	288 167 6 283
914	50 100 127 3
915	149 98 48 235
916	98 194 258 61
917	241 52 244 29
918	260 189 126 77
919	229 87 206 227
920	98 216 202 33
921	283 202 204 8
922	119 281 235 111
923	127 151 157 52
924	234 292 164 179
925	238 51 168 273
926	115 145 269 107
927	38 114 296 95
928	123 247 18 2
929	191 24 235 253
930	272 242 9 110
931	9 168 268 169
932	235 75 100 172
933	144 60 221 9
934	107 96 34 300
935	162 253 299 1
936	22 207 125 156
937	94 182 194 240
938	10 169 51 79
939	166 97 207 71
940	219 126 218 246
941	169 142 209 285
942	109 53 49 284
943	28 160 42 125
944	295 47 82 289
945	213 95 263 23
946	224 239 58 137
947	150 198 151 261
948	121 189 268 117
949	105 78 69 263
950	126 111 91 101
951	141 37 276 268
952	269 100 224 153
953	56 92 107 188
954	240 194 104 16
955	206 25 109 153
956	272 222 215 127
957	213 229 130 88
958	71 241 188 227
959	249 188 190 107
960	211 196 174 223
961	175 76 20 291
962	47 142 99 20
963	38 232 300 280
964	295 157 289 51
965	292 297 204 184
966	290 190 275 52
967	248 154 97 258
968	55 256 163 213
969	98 71 102 84
970	68 34 291 215
971	71 143 190 292
972	80 21 297 206
973	106 41 61 100
974	2 217 70 77
975	51 7 151 88
976	258 131 175 280
977	71 98 282 85
978	107 59 239 108
979	282 242 220 78
980	284 275 158 243
981	87 4 256 88
982	102 144 194 156
983	98 30 34 229
984	175 23 108 286
985	174 136 169 138
986	36 25 24 154
987	20 133 96 257
988	94 112 11 262
989	89 292 134 132
990	272 144 203 259
991	243 134 73 49
992	63 147 162 250
993	245 7 61 8
994	272 250 245 154
995	192 213 70 113
996	224 161 34 188
997	232 259 77 204
998	148 135 287 286
999	164 83 34 121
1000	292 75 136 45
1001	178 253 261 73
1002	79 243 44 81
1003	145 21 281 293
1004	179 166 145 278
1005	84 149 40 72
1006	209 21 157 297
1007	261 52 242 251
1008	8 25 159 294
1009	134 231 74 153
1010	169 99 211 190
1011	210 298 89 241
1012	142 167 9 198
1013	243 48 226 37
1014	112 36 108 96
1015	179 177 71 98
1016	184 27 22 116
1017	222 194 195 231
1018	122 269 126 142
1019	221 269 105 138
1020	245 129 115 152
1021	179 148 28 53
1022	134 179 124 205
1023	157 270 161 128
1024	134 256 259 95
1025	11 283 207 110
1026	163 83 265 222
1027	154 98 78 219
1028	181 247 70 108
1029	19 130 208 176
1030	78 274 212 11
1031	243 259 256 183
1032	19 1 91 108
1033	53 233 56 141
1034	217 143 49 56
1035	162 297 9 17
1036	79 20 166 120
1037	260 300 259 297
1038	84 188 248 252
1039	170 150 151 279
1040	205 217 278 4
1041	221 215 212 297
1042	94 175 265 37
1043	151 274 47 230
1044	293 10 226 247
1045	283 218 167 93
1046	61 293 191 19
1047	87 151 107 180
1048	285 104 212 56
1049	249 234 253 6
1050	51 19 211 201
1051	275 21 63 174
1052	228 154 282 190
1053	281 191 279 192
1054	297 31 207 148
1055	25 189 267 81
1056	282 47 239 30
1057	245 247 218 99
1058	238 248 107 247
1059	254 203 95 258
1060	40 43 224 62
1061	97 234 180 134
1062	151 66 158 276
1063	163 210 246 204
1064	187 173 127 17
1065	100 90 220 298
1066	166 44 91 256
1067	172 12 174 235
1068	10 279 114 7
1069	112 126 233 293
1070	135 95 269 236
1071	112 282 137 247
1072	44 235 280 45
1073	279 297 104 5
1074	172 9 163 182
1075	106 280 276 123
1076	247 55 146 18
1077	22 98 9 241
1078	269 122 175 31
1079	48 180 27 246
1080	128 263 72 220
1081	54 198 249 76
1082	126 238 188 16
1083	272 215 11 261
1084	213 256 218 272
1085	220 221 50 111
1086	57 65 236 52
1087	117 28 22 25
1088	185 227 198 275
1089	42 51 216 60
1090	232 17 241 39
1091	245 117 8 123
1092	5 86 232 84
1093	292 266 298 100
1094	260 199 176 51
1095	143 62 242 118
1096	59 244 203 57
1097	236 253 14 7
1098	279 43 4 293
1099	270 221 166 262
1100	135 13 34 201
1101	87 92 225 152
1102	166 170 92 98
1103	40 281 145 125
1104	129 8 202 274
1105	238 133 132 173
1106	299 251 136 68
1107	255 106 87 186
1108	295 221 164 118
1109	267 161 172 210
1110	80 180 17 74
1111	280 37 57 181
1112	99 224 199 188
1113	118 13 16 56
1114	269 41 31 91
1115	227 12 101 217
1116	228 3 17 161
1117	233 62 92 76
1118	95 194 234 39
1119	214 19 169 299
1120	296 168 191 102
1121	272 243 9 89
1122	269 247 225 217
1123	277 28 160 200
1124	190 253 27 55
1125	106 94 4 61
1126	24 184 7 209
1127	209 133 232 124
1128	297 216 140 206
1129	272 119 284 78
1130	114 233 33 72
1131	222 228 177 56
1132	265 170 280 59
1133	64 170 52 243
1134	188 122 44 170
1135	56 138 25 72
1136	149 180 274 9
1137	74 44 158 104
1138	276 295 228 269
1139	257 194 251 234
1140	247 210 105 173
1141	291 39 121 62
1142	208 64 123 157
1143	54 175 165 37
1144	69 200 273 166
1145	208 190 193 139
1146	142 69 84 247
1147	138 34 82 153
1148	266 20 109 235
1149	295 276 252 226
1150	78 281 294 83
1151	137 189 26 283
1152	35 30 153 84
1153	61 87 38 17
1154	185 172 252 132
1155	136 83 221 255
1156	49 98 167 284
1157	69 184 211 264
1158	236 295 68 50
1159	220 128 182 218
1160	18 66 110 298
1161	197 299 42 33
1162	220 285 296 149
1163	79 280 163 181
1164	297 184 103 166
1165	54 300 62 187
1166	21 91 116 163
1167	227 270 230 130
1168	232 54 73 268
1169	196 202 284 96
1170	251 171 146 184
1171	162 121 132 251
1172	290 138 222 198
1173	147 229 66 27
1174	169 195 294 90
1175	203 162 26 237
1176	252 224 1 138
1177	144 176 199 298
1178	31 72 181 146
1179	292 259 229 73
1180	94 119 144 153
1181	30 59 218 18
1182	24 112 70 54
1183	124 296 138 193
1184	107 289 189 127
1185	170 226 244 258
1186	267 178 292 101
1187	282 160 103 193
1188	144 255 154 142
1189	30 106 257 60
1190	198 160 249 53
1191	191 217 218 138
1192	78 111 155 259
1193	42 238 217 181
1194	193 299 245 190
1195	219 67 276 196
1196	24 106 176 253
1197	157 288 110 122
1198	269 216 160 268
1199	299 33 113 112
1200	146 225 231 217
