Students	2401
246	91 77 81 108
247	105 200 150 117
248	216 95 203 147
249	132 82 71 178
250	61 135 244 279
251	247 248 128 272
252	8 24 258 182
253	112 171 13 70
254	221 195 89 179
255	72 52 60 87
256	266 40 176 119
257	198 266 226 298
258	245 61 181 76
259	224 178 221 74
260	161 236 210 176
261	91 89 145 28
262	46 190 289 19
263	59 269 181 190
264	60 297 142 113
265	57 263 140 219
266	74 159 83 278
267	68 119 79 241
268	165 159 1 6
269	293 35 42 138
270	35 206 8 51
271	53 112 151 221
272	166 21 118 72
273	218 161 29 2
274	39 136 222 4
275	200 246 286 152
276	49 202 241 214
277	73 151 12 146
278	127 209 61 207
279	295 47 2 193
280	128 254 197 42
281	92 160 12 134
282	218 286 246 115
283	165 221 194 124
284	2 78 183 175
285	97 172 249 42
286	178 175 265 77
287	53 110 267 35
288	68 178 24 42
289	25 22 280 295
290	110 4 184 79
291	249 54 267 268
292	17 81 115 26
293	182 250 240 30
294	110 122 73 174
295	30 156 283 195
296	219 291 246 34
297	89 272 94 117
298	38 104 153 221
299	201 220 273 27
300	252 49 86 69
301	271 24 86 164
302	209 106 90 262
303	127 15 231 295
304	49 43 54 147
305	284 209 260 283
306	84 95 110 208
307	292 258 112 39
308	156 60 219 196
309	198 258 273 100
310	233 55 97 291
311	238 36 173 197
312	126 290 2 98
313	188 75 235 224
314	296 148 102 229
315	70 224 98 189
316	105 28 64 95
317	173 32 47 23
318	157 169 67 197
319	9 37 123 25
320	266 215 25 56
321	28 38 210 59
322	219 130 266 204
323	63 45 262 289
324	8 137 125 71
325	58 99 246 188
326	30 264 87 217
327	118 137 186 126
328	258 27 121 296
329	28 228 24 12
330	32 125 186 278
331	208 21 233 118
332	160 36 251 273
333	290 235 125 282
334	275 261 61 122
335	5 127 55 280
336	118 171 35 76
337	285 70 247 279
338	147 33 296 135
339	57 170 94 13
340	225 115 108 282
341	94 194 74 226
342	4 139 97 234
343	282 253 262 37
344	64 135 208 236
345	64 85 122 186
346	262 120 45 11
347	130 125 288 89
348	166 151 260 219
349	178 213 278 17
350	33 213 203 255
351	22 171 34 249
352	20 179 282 217
353	55 89 115 298
354	94 179 198 16
355	290 205 187 18
356	18 88 98 86
357	182 237 97 212
358	71 236 25 39
359	210 69 248 153
360	153 264 200 282
361	251 92 170 95
362	226 58 121 71
363	112 59 90 16
364	300 30 81 291
365	164 120 93 278
366	278 221 202 120
367	292 222 29 106
368	140 96 27 80
369	38 17 262 210
370	107 98 64 227
371	158 24 149 277
372	137 40 162 66
373	110 233 32 103
374	16 54 196 264
375	190 258 269 156
376	237 218 163 255
377	31 32 235 255
378	146 265 137 184
379	101 147 254 222
380	278 177 190 216
381	92 70 153 157
382	178 287 96 284
383	123 72 87 4
384	123 117 14 74
385	131 171 289 156
386	259 235 13 248
387	147 19 167 110
388	47 12 26 154
389	4 118 155 156
390	242 51 219 287
391	212 126 207 201
392	155 95 56 203
393	230 287 158 76
394	122 275 131 291
395	202 181 25 62
396	91 178 146 166
397	232 220 258 279
398	110 43 190 174
399	3 92 181 240
400	89 142 252 300
401	136 173 133 264
402	77 74 26 147
403	235 143 176 251
404	260 120 162 56
405	112 6 272 277
406	266 233 16 77
407	154 190 129 277
408	217 181 69 255
409	48 21 177 74
410	138 167 249 110
411	189 75 201 2
412	287 260 220 31
413	14 16 148 247
414	117 252 38 55
415	158 262 225 53
416	264 11 244 144
417	241 160 285 213
418	248 113 227 175
419	187 8 263 161
420	98 64 20 58
421	21 82 30 195
422	64 190 187 113
423	20 43 197 242
424	113 22 146 244
425	118 222 132 268
426	149 167 6 270
427	286 7 134 171
428	223 235 112 264
429	132 216 297 54
430	240 183 201 92
431	74 173 97 77
432	114 194 42 62
433	283 277 57 189
434	3 31 142 227
435	258 260 220 39
436	199 219 111 55
437	250 200 10 289
438	108 60 176 256
439	197 45 232 6
440	275 170 16 248
441	239 241 154 244
442	32 21 226 230
443	25 201 193 6
444	16 130 104 230
445	182 87 68 16
446	161 177 74 206
447	11 179 189 40
448	277 182 17 173
449	260 250 241 192
450	70 68 69 288
451	119 4 96 243
452	291 21 188 39
453	173 134 227 162
454	56 5 17 42
455	99 36 249 193
456	125 231 104 75
457	152 242 280 4
458	237 144 204 38
459	156 289 95 206
460	51 69 251 54
461	250 201 163 292
462	8 125 151 110
463	245 130 95 221
464	20 97 107 227
465	192 175 54 207
466	288 9 229 122
467	271 184 39 148
468	279 122 246 101
469	47 236 252 233
470	100 156 128 190
471	121 247 185 70
472	80 129 71 171
473	83 190 47 3
474	165 44 174 252
475	57 83 66 159
476	30 76 293 294
477	41 134 164 163
478	281 203 284 239
479	7 147 93 80
480	208 25 141 152
481	196 171 47 233
482	249 136 101 191
483	124 202 20 160
484	109 12 143 93
485	252 143 198 262
486	23 217 58 94
487	134 28 68 91
488	284 42 52 163
489	260 75 46 42
490	39 27 18 41
491	28 262 56 254
492	59 122 103 191
493	273 244 122 296
494	147 283 127 285
495	261 60 183 97
496	130 72 178 233
497	1 11 102 288
498	83 91 269 132
499	93 194 179 241
500	100 34 246 210
501	150 9 294 261
502	8 198 300 77
503	249 172 233 56
504	27 241 60 32
505	258 60 95 286
506	40 227 20 250
507	291 246 250 234
508	145 231 126 59
509	262 276 218 174
510	131 139 299 32
511	40 35 102 150
512	148 100 294 51
513	151 266 283 10
514	260 20 263 165
515	70 286 273 283
516	149 235 209 220
517	4 146 226 75
518	72 215 225 70
519	279 259 8 249
520	68 182 249 271
521	12 232 250 188
522	154 253 288 227
523	101 86 24 161
524	296 120 114 198
525	219 262 137 90
526	44 225 277 97
527	117 162 144 216
528	259 65 162 81
529	56 271 300 125
530	115 215 73 97
531	81 154 253 80
532	259 111 101 88
533	233 218 129 112
534	167 98 150 31
535	158 46 189 19
536	65 293 266 187
537	20 51 61 16
538	234 254 42 264
539	257 251 230 88
540	107 217 272 16
541	139 136 96 138
542	184 253 86 285
543	193 46 23 93
544	66 206 92 67
545	231 4 122 103
546	159 129 135 184
547	211 248 176 77
548	280 47 19 289
549	86 285 21 218
550	101 227 110 157
551	271 187 8 294
552	8 234 205 110
553	47 232 280 110
554	247 206 153 104
555	157 181 27 278
556	208 162 281 25
557	15 64 22 174
558	92 226 7 278
559	165 11 77 12
560	242 92 216 214
561	130 62 228 15
562	263 251 10 119
563	101 236 85 272
564	202 10 51 89
565	297 120 223 131
566	49 198 260 66
567	17 184 176 215
568	240 128 63 288
569	213 142 222 277
570	170 57 205 23
571	228 104 281 185
572	93 193 10 126
573	246 298 150 83
574	33 50 106 278
575	270 161 111 171
576	150 53 54 250
577	206 122 51 300
578	148 127 190 10
579	226 263 85 205
580	121 5 104 106
581	100 39 242 129
582	268 84 122 40
583	219 43 202 212
584	129 269 19 213
585	184 120 132 19
586	28 136 95 213
587	57 270 202 175
588	199 276 200 203
589	193 215 149 34
590	117 87 145 184
591	97 290 162 260
592	249 83 116 228
593	125 274 193 12
594	121 160 262 59
595	109 202 96 120
596	134 65 72 126
597	206 30 11 106
598	228 197 161 115
599	290 89 191 116
600	225 192 202 257
601	34 135 191 283
602	97 291 131 115
603	226 140 53 181
604	271 154 222 259
605	2 143 209 225
606	249 248 284 217
607	139 237 191 176
608	240 31 263 150
609	217 57 185 81
610	150 192 92 30
611	40 266 46 71
612	109 100 126 94
613	43 69 39 170
614	87 111 10 155
615	122 47 255 108
616	184 275 76 96
617	97 283 38 123
618	290 271 59 239
619	112 116 224 277
620	8 194 6 82
621	33 288 216 118
622	207 172 167 142
623	208 72 199 178
624	248 143 74 89
625	166 281 233 271
626	250 214 33 227
627	89 270 6 282
628	113 75 281 299
629	52 212 37 127
630	115 228 259 96
631	180 293 101 249
632	12 224 56 105
633	293 300 296 53
634	235 83 59 106
635	212 23 19 186
636	171 11 157 197
637	233 254 136 90
638	131 101 196 258
639	96 265 185 270
640	92 26 262 77
641	211 26 259 287
642	67 298 53 141
643	100 223 226 270
644	212 13 122 241
645	279 179 149 21
646	224 221 40 69
647	102 8 201 237
648	1 217 193 75
649	19 46 299 181
650	49 71 206 33
651	152 231 131 143
652	6 53 166 269
653	210 18 87 171
654	240 225 112 72
655	165 120 196 205
656	130 114 175 29
657	17 291 4 54
658	287 278 254 26
659	236 161 143 104
660	8 119 230 161
661	229 144 214 248
662	161 292 75 20
663	148 40 106 193
664	207 180 128 37
665	39 141 91 242
666	133 119 192 100
667	2 158 41 70
668	69 237 25 276
669	162 77 160 296
670	264 222 118 224
671	104 23 129 127
672	84 73 176 209
673	230 13 151 239
674	289 24 173 70
675	84 158 92 129
676	240 30 176 293
677	109 57 127 81
678	107 49 202 10
679	25 74 230 280
680	2 188 258 202
681	121 105 58 9
682	221 145 44 177
683	136 285 175 157
684	224 49 36 217
685	76 139 140 124
686	113 202 222 16
687	93 190 119 256
688	174 272 89 84
689	45 35 93 39
690	42 289 161 192
691	139 223 59 152
692	40 234 130 104
693	219 260 182 53
694	189 195 22 100
695	96 262 169 269
696	153 18 213 298
697	251 120 238 266
698	106 239 46 202
699	56 138 89 239
700	227 150 61 137
701	60 225 183 100
702	29 176 24 186
703	244 90 101 58
704	221 32 115 248
705	259 284 140 266
706	24 131 216 59
707	265 18 194 257
708	257 152 21 124
709	73 288 211 67
710	91 220 20 251
711	244 109 103 159
712	289 116 185 117
713	159 8 261 147
714	267 129 246 288
715	245 50 136 95
716	150 49 238 145
717	50 75 205 206
718	215 69 66 115
719	50 55 180 34
720	149 30 224 94
721	160 164 56 278
722	80 196 116 3
723	137 36 133 259
724	235 155 217 292
725	68 163 247 94
726	196 63 110 26
727	200 214 176 73
728	111 244 176 101
729	244 27 46 153
730	233 44 153 267
731	273 81 238 71
732	34 159 168 274
733	59 269 188 70
734	290 208 101 226
735	14 269 165 92
736	250 239 99 289
737	56 39 105 73
738	163 45 240 58
739	159 2 206 154
740	239 84 219 201
741	202 3 150 81
742	73 236 216 50
743	9 134 280 272
744	37 86 210 161
745	81 106 242 154
746	111 201 248 7
747	182 67 213 133
748	28 230 242 66
749	143 78 10 289
750	198 254 159 157
751	40 78 278 75
752	20 241 139 66
753	281 131 18 122
754	229 201 68 80
755	105 67 210 182
756	215 133 18 52
757	53 117 275 281
758	105 128 145 164
759	285 220 287 47
760	220 200 216 1
761	154 226 55 219
762	286 166 232 128
763	48 239 194 121
764	16 229 73 80
765	112 35 133 91
766	46 175 79 230
767	70 217 223 96
768	55 4 101 206
769	14 175 15 183
770	69 14 149 136
771	88 60 48 278
772	218 60 251 46
773	239 14 113 17
774	256 63 133 94
775	236 107 191 255
776	163 3 72 54
777	257 159 65 260
778	257 120 76 20
779	205 124 217 23
780	34 298 251 229
781	252 299 253 241
782	235 214 66 231
783	39 290 244 73
784	179 56 133 197
785	110 7 81 296
786	32 23 25 148
787	157 239 2 234
788	170 7 174 156
789	287 260 224 79
790	297 139 23 111
791	219 87 208 231
792	84 110 12 276
793	26 216 1 146
794	175 192 228 185
795	260 85 229 15
796	120 195 289 121
797	275 21 98 127
798	159 67 149 221
799	191 56 21 119
800	180 48 282 296
801	104 49 195 60
802	248 83 169 142
803	180 183 8 258
804	202 232 218 228
805	118 272 48 191
806	51 225 68 90
807	289 283 124 187
808	22 157 169 158
809	24 239 45 234
810	134 131 100 145
811	205 174 238 295
812	293 269 71 183
813	94 195 43 158
814	3 91 61 293
815	8 207 34 83
816	100 225 95 66
817	125 75 142 44
818	258 99 269 217
819	253 234 120 262
820	143 47 81 39
821	95 53 250 26
822	286 72 37 35
823	59 143 187 179
824	69 203 99 133
825	171 127 167 112
826	44 224 117 203
827	51 50 31 32
828	201 243 104 219
829	212 184 172 143
830	175 61 45 62
831	266 161 27 53
832	266 183 297 260
833	163 254 91 153
834	154 229 299 298
835	47 27 108 271
836	126 221 16 81
837	151 165 296 6
838	253 133 81 244
839	73 55 281 59
840	87 139 211 130
841	29 251 49 260
842	264 226 162 231
843	197 61 103 64
844	207 106 273 2
845	76 90 259 40
846	206 243 88 2
847	262 273 141 251
848	193 137 57 168
849	277 245 62 22
850	87 154 238 79
851	247 41 259 159
852	171 68 23 131
853	132 292 259 71
854	42 166 228 11
855	284 18 246 114
856	42 193 158 277
857	21 120 126 36
858	109 292 105 188
859	44 82 244 155
860	22 32 21 57
861	39 191 25 15
862	233 11 148 60
863	78 79 102 194
864	82 218 58 261
865	28 59 134 255
866	292 53 275 67
867	72 59 29 271
868	243 200 208 241
869	196 164 167 107
870	278 276 95 153
871	252 19 212 57
872	77 128 265 170
873	189 282 39 222
874	241 298 294 85
875	244 148 15 50
876	264 241 87 141
877	300 180 27 194
878	124 195 132 91
879	294 101 164 98
880	164 217 248 270
881	170 128 137 168
882	278 95 252 20
883	70 88 35 144
884	137 227 30 245
885	49 220 53 280
886	67 144 137 8
887	22 110 85 230
888	202 58 111 86
889	220 88 179 286
890	153 239 76 110
891	38 189 70 198
892	134 212 27 284
893	45 255 213 107
894	153 36 121 53
895	3 78 25 73
896	253 231 42 128
897	237 62 102 256
898	156 183 199 43
899	56 15 298 134
900	198 24 105 273
901	36 95 138 270
902	290 115 207 35
903	200 281 33 44
904	243 185 287 96
905	253 274 77 271
906	78 121 198 38
907	236 78 136 84
908	201 26 13 267
909	106 199 219 35
910	16 157 245 205
911	106 240 69 119
912	18 261 49 2
913	157 272 259 227
914	56 272 247 157
915	263 245 56 91
916	252 231 207 191
917	31 106 202 41
918	293 73 299 20
919	230 181 300 210
920	95 36 159 226
921	67 132 209 263
922	183 138 243 74
923	182 93 243 1
924	275 25 98 157
925	242 41 215 120
926	233 262 85 161
927	283 14 119 210
928	253 60 73 54
929	268 116 227 107
930	251 286 34 73
931	63 151 172 293
932	199 151 286 257
933	42 163 202 198
934	40 56 193 144
935	202 181 255 140
936	12 230 141 247
937	4 129 260 69
938	75 200 19 106
939	178 285 129 94
940	17 209 255 253
941	142 276 286 219
942	100 121 136 74
943	275 17 9 276
944	257 45 6 195
945	37 39 122 234
946	236 158 148 86
947	64 181 51 35
948	157 205 57 225
949	45 188 142 150
950	274 245 2 98
951	215 83 267 173
952	143 299 176 1
953	150 93 289 110
954	111 82 196 31
955	190 258 8 202
956	219 25 157 230
957	47 231 196 208
958	142 188 130 95
959	24 208 153 66
960	252 57 11 147
961	131 98 111 77
962	222 12 242 247
963	108 184 101 211
964	127 254 165 17
965	197 24 30 262
966	54 116 180 71
967	111 7 52 279
968	134 172 102 95
969	191 184 282 71
970	249 9 165 122
971	224 212 86 248
972	21 230 150 255
973	105 127 68 129
974	193 138 190 198
975	209 75 293 283
976	284 159 170 62
977	77 52 142 299
978	129 227 207 29
979	191 59 271 28
980	94 125 184 226
981	5 204 170 62
982	70 111 8 183
983	154 95 41 17
984	249 84 272 241
985	168 73 95 19
986	59 142 221 177
987	30 9 26 82
988	287 83 56 88
989	83 297 40 178
990	215 249 43 87
991	7 24 249 83
992	167 160 77 102
993	267 98 48 284
994	87 49 31 200
995	95 97 65 117
996	32 238 26 90
997	112 232 178 294
998	147 72 150 161
999	39 157 208 264
1000	33 223 260 255
1001	173 228 86 27
1002	235 284 165 75
1003	70 98 290 3
1004	157 8 232 250
1005	125 46 257 128
1006	21 15 230 76
1007	124 262 295 219
1008	79 53 114 280
1009	224 181 273 233
1010	66 126 195 45
1011	283 207 246 274
1012	30 285 298 118
1013	101 292 26 218
1014	300 274 145 70
1015	204 240 122 120
1016	153 242 90 104
1017	155 132 9 283
1018	16 63 250 165
1019	158 74 86 80
1020	102 165 49 147
1021	129 2 154 186
1022	288 81 168 287
1023	70 122 233 17
1024	78 86 124 50
1025	3 171 87 134
1026	147 70 152 228
1027	260 248 57 268
1028	128 91 288 19
1029	300 224 137 210
1030	154 271 36 264
1031	107 142 26 212
1032	253 149 195 33
1033	226 26 99 69
1034	84 49 216 197
1035	285 172 186 16
1036	83 130 176 87
1037	175 123 46 149
1038	300 283 41 209
1039	162 147 140 52
1040	234 58 272 131
1041	264 110 48 278
1042	264 181 277 123
1043	37 86 295 93
1044	44 167 71 90
1045	156 235 66 38
1046	250 122 37 275
1047	279 141 131 255
1048	67 81 294 215
1049	131 7 118 163
1050	140 77 277 252
1051	86 218 275 88
1052	29 72 259 234
1053	207 90 209 226
1054	97 188 126 100
1055	92 220 132 245
1056	64 234 59 221
1057	81 196 248 18
1058	284 152 105 90
1059	42 85 41 26
1060	130 282 56 5
1061	141 285 294 297
1062	295 205 51 184
1063	120 290 204 146
1064	70 250 187 240
1065	219 239 296 116
1066	71 95 271 258
1067	246 288 144 235
1068	51 78 259 187
1069	213 12 87 234
1070	25 300 171 52
1071	253 282 255 294
1072	123 144 87 89
1073	27 78 240 42
1074	120 300 268 219
1075	77 211 176 169
1076	231 12 258 42
1077	135 53 29 51
1078	69 196 82 76
1079	257 181 251 128
1080	257 134 296 238
1081	26 90 274 96
1082	30 147 253 13
1083	23 97 254 121
1084	12 51 192 125
1085	227 241 273 202
1086	201 35 46 140
1087	190 131 300 154
1088	1 28 21 270
1089	167 274 36 35
1090	207 70 77 65
1091	30 230 284 80
1092	177 105 123 238
1093	282 295 113 82
1094	143 182 138 191
1095	160 296 17 255
1096	19 49 130 153
1097	237 149 32 111
1098	224 33 193 67
1099	140 78 76 99
1100	182 99 88 293
1101	253 109 156 21
1102	245 211 125 65
1103	172 168 150 271
1104	33 151 81 40
1105	223 245 298 119
1106	232 180 237 9
1107	236 288 117 104
1108	148 192 253 57
1109	107 82 251 30
1110	169 47 83 91
1111	73 152 189 59
1112	22 73 188 178
1113	45 269 212 22
1114	39 59 183 255
1115	119 129 102 104
1116	238 90 293 7
1117	221 226 115 188
1118	282 244 156 257
1119	11 250 147 12
1120	83 297 96 283
1121	266 244 214 228
1122	194 266 56 296
1123	67 29 262 153
1124	300 189 154 155
1125	188 61 244 232
1126	201 237 111 99
1127	75 188 127 205
1128	35 113 226 259
1129	73 114 296 231
1130	281 37 99 101
1131	56 222 249 219
1132	206 201 267 6
1133	72 70 256 294
1134	32 108 6 44
1135	187 224 207 123
1136	96 138 41 21
1137	195 73 196 273
1138	289 230 47 298
1139	198 162 212 116
1140	161 202 155 84
1141	64 46 231 226
1142	259 15 53 169
1143	77 93 197 29
1144	99 139 177 70
1145	92 268 260 175
1146	107 144 56 150
1147	145 37 30 234
1148	215 65 75 90
1149	200 184 79 72
1150	127 150 107 129
1151	98 144 32 209
1152	92 109 195 270
1153	78 28 110 289
1154	280 34 138 64
1155	5 53 138 236
1156	38 124 167 135
1157	268 278 100 40
1158	70 146 131 88
1159	34 299 26 45
1160	74 252 201 273
1161	109 59 80 222
1162	1 171 54 94
1163	228 24 208 56
1164	297 208 230 97
1165	79 163 182 114
1166	238 217 298 127
1167	251 9 259 79
1168	209 16 181 246
1169	219 268 163 277
1170	260 185 105 278
1171	2 21 26 60
1172	105 217 7 260
1173	237 54 180 57
1174	72 258 273 53
1175	229 243 138 6
1176	178 235 207 254
1177	14 259 214 62
1178	26 58 292 267
1179	19 137 21 206
1180	262 265 103 67
1181	259 31 138 274
1182	269 56 226 82
1183	41 158 79 246
1184	219 121 165 238
1185	104 248 76 126
1186	295 206 70 193
1187	154 109 94 171
1188	168 261 100 266
1189	203 31 199 48
1190	101 181 122 128
1191	125 12 67 56
1192	89 67 44 145
1193	212 160 58 156
1194	256 200 64 220
1195	8 147 191 279
1196	244 265 17 168
1197	242 178 44 127
1198	82 144 261 87
1199	255 37 115 25
1200	197 48 63 110
1201	36 129 202 140
1202	181 188 144 69
1203	132 86 88 101
1204	279 159 87 148
1205	115 127 84 251
1206	157 2 72 3
1207	259 138 151 226
1208	225 76 203 230
1209	126 78 267 74
1210	20 25 68 37
1211	20 300 187 133
1212	204 112 107 26
1213	184 44 196 175
1214	134 264 115 157
1215	137 106 142 228
1216	164 220 286 6
1217	196 178 218 227
1218	265 102 232 162
1219	102 134 144 57
1220	144 33 124 45
1221	108 187 26 5
1222	225 173 144 268
1223	90 30 155 107
1224	248 28 279 93
1225	14 119 170 254
1226	231 35 113 51
1227	84 142 271 269
1228	274 179 112 232
1229	111 236 19 246
1230	92 197 30 163
1231	147 230 165 71
1232	196 293 229 214
1233	254 250 280 33
1234	284 269 190 120
1235	205 137 157 151
1236	36 169 163 148
1237	42 285 147 283
1238	152 181 232 134
1239	111 9 80 90
1240	4 255 282 78
1241	184 128 9 64
1242	77 243 25 59
1243	257 295 120 287
1244	183 187 203 72
1245	41 109 245 281
1246	265 134 31 34
1247	50 218 257 4
1248	14 238 155 236
1249	14 200 119 299
1250	69 192 270 52
1251	210 161 252 171
1252	153 198 258 10
1253	160 260 247 225
1254	212 253 270 281
1255	146 283 126 35
1256	86 259 261 143
1257	94 252 128 270
1258	48 3 265 267
1259	129 8 30 56
1260	244 47 72 175
1261	58 143 220 142
1262	187 95 245 34
1263	203 208 143 293
1264	243 143 262 178
1265	125 92 48 50
1266	183 18 165 173
1267	203 8 62 79
1268	212 42 32 290
1269	253 148 117 152
1270	258 192 156 199
1271	184 90 247 92
1272	3 52 82 55
1273	117 228 169 204
1274	228 245 283 219
1275	70 88 45 165
1276	111 26 218 244
1277	90 37 206 282
1278	242 187 69 221
1279	90 281 110 97
1280	115 178 176 17
1281	43 142 270 269
1282	252 183 152 93
1283	41 142 284 254
1284	136 30 268 61
1285	188 134 146 56
1286	275 97 166 227
1287	16 188 13 72
1288	79 291 266 206
1289	177 26 243 79
1290	24 49 153 272
1291	171 150 13 108
1292	193 254 182 209
1293	239 59 152 95
1294	102 27 39 238
1295	227 50 105 187
1296	272 183 12 152
1297	126 147 194 180
1298	203 228 156 151
1299	30 55 185 277
1300	212 142 6 76
1301	251 214 185 253
1302	11 167 236 212
1303	150 1 27 152
1304	269 256 37 35
1305	76 165 293 86
1306	23 132 66 229
1307	145 59 99 280
1308	221 71 279 291
1309	140 211 265 148
1310	99 39 298 165
1311	9 60 253 173
1312	83 198 283 201
1313	38 225 160 157
1314	44 168 190 137
1315	296 59 275 9
1316	249 8 220 135
1317	16 169 277 183
1318	278 267 77 232
1319	110 297 173 72
1320	230 246 210 147
1321	31 184 239 1
1322	276 65 33 56
1323	19 232 266 130
1324	205 227 284 58
1325	140 218 236 152
1326	39 139 164 91
1327	11 85 62 275
1328	137 197 121 10
1329	169 280 285 111
1330	292 131 202 186
1331	68 170 267 15
1332	289 60 197 29
1333	247 93 69 136
1334	171 57 88 206
1335	183 279 288 270
1336	154 90 58 194
1337	291 284 180 261
1338	261 60 279 152
1339	54 236 213 133
1340	81 78 296 107
1341	201 134 264 143
1342	7 22 1 99
1343	234 138 93 95
1344	61 296 180 26
1345	189 179 146 286
1346	180 207 149 119
1347	13 59 247 130
1348	104 267 84 81
1349	142 30 190 109
1350	194 9 102 265
1351	271 78 4 122
1352	76 215 89 12
1353	160 208 106 206
1354	41 147 64 86
1355	124 161 253 4
1356	62 120 163 273
1357	265 237 142 23
1358	274 106 134 108
1359	70 143 239 38
1360	175 236 250 83
1361	108 242 68 125
1362	211 163 43 257
