Course	Room	Teacher	Time	Students
1055	48	282	16	2597 2612 1220 2773 6815 3798 1191 6766 4003 8926 3986 8779 1159 2420 3755 3931 1794 8314 381 5203 1494 6155 8573 93 6173 1881 1353 6508 3228 3565 5443 6776 6930 3032 4425 6510 828 2257 4855 1383 728 804 
624	48	34	17	6818 8231 3713 5732 3762 9017 3067 5766 8402 8411 2052 7306 835 2301 1190 3366 5315 7431 5963 7292 5000 2761 3874 6800 3954 6488 2857 6614 4607 8697 249 5651 6683 7052 4978 8931 8666 649 6030 681 266 
585	48	595	18	8031 6490 197 4564 1088 3001 7226 8298 6703 5503 7097 6343 1773 6346 3238 1853 5690 2740 6181 2111 1529 8220 4990 7920 1133 5519 4445 280 6716 6619 7125 8797 7254 5594 7449 8650 2673 2006 720 6052 3692 6254 
654	48	243	19	1349 45 2291 4271 3321 5645 3448 1589 8944 8661 4512 6416 6043 6684 8221 8107 207 8816 8144 2647 6887 6848 5551 6177 4230 6759 1995 1046 17 3502 2896 6017 6754 6076 2395 4588 351 536 7158 7894 7768 6256 
547	48	139	20	8500 4249 196 863 7955 6720 4764 236 8787 4553 2345 8193 5272 4416 2034 1251 2684 7439 2075 7734 2289 3935 778 3073 8337 5992 5759 3282 6844 1700 5366 4052 3116 4819 866 5936 1104 4961 5442 908 515 4158 
382	48	287	21	3717 578 3813 7877 5669 6748 3518 4703 1983 5231 4288 5986 5491 8737 4599 2587 3916 449 1091 719 3957 2218 3838 6731 7352 4354 4467 1912 7122 1004 5831 2316 7212 2557 4135 8767 6655 7720 6318 2254 2992 2163 
785	48	293	22	6960 2613 3596 8388 5726 3807 664 2295 4573 3534 3309 5495 3296 8344 5274 1711 1543 1616 249 1586 1613 7776 6810 6003 8591 2763 267 5732 5186 7902 6679 7906 9022 4874 8080 5594 4400 7376 7740 1101 4112 1665 
786	48	368	23	3772 1941 2473 8364 3819 4247 3929 3409 5116 2828 5471 7812 7014 5988 1633 7307 5722 2889 3970 2664 2900 1114 1376 810 4492 2643 1271 5145 7398 8379 7104 91 5126 8578 7589 8956 8874 4406 3240 648 3098 6035 
156	48	159	24	7814 5611 2612 2634 8740 8466 6129 6166 5256 8370 5254 46 6438 8822 180 5978 6810 813 2620 3764 8165 7297 561 4278 1152 6674 6868 4034 7357 7787 8338 7379 1280 5577 1842 6117 3370 641 2144 8488 8310 5970 
1084	48	434	25	5159 3714 6851 5746 2849 2290 8039 2479 7030 3168 7677 2824 6609 2882 4693 2131 5315 3642 1298 8495 7552 1508 584 1237 4199 5020 4334 712 5027 1918 6672 1868 8594 8537 963 4642 5393 840 5852 6250 419 
141	48	492	26	2964 3808 8032 5151 4180 4324 8985 3322 8119 2802 1810 8889 8884 3252 3434 4958 5107 3973 7411 1674 6820 8779 2582 4318 8756 1350 8390 8147 8963 4208 8411 8476 7783 5181 6756 6137 2002 2538 8760 2531 6512 
107	48	537	27	1225 197 1592 5119 6709 5606 4292 1547 837 4828 2489 6282 2984 508 1116 4845 3494 3990 633 4277 7921 34 5671 8331 5465 8719 6441 8871 2502 4132 6430 8183 4425 518 725 684 922 2355 2512 8160 
937	48	359	28	2928 555 4577 2657 2455 6878 1929 2099 959 958 3216 4164 7413 3733 4147 4388 6205 1113 1115 4862 8923 2013 2275 1230 2875 4882 7572 1865 8962 5100 5101 9021 6402 7148 4936 7278 3420 5573 4290 1384 2533 
76	48	237	29	8034 3459 667 2922 6983 5157 985 8409 116 6146 5135 4472 6870 3556 3513 1549 7076 7077 1945 524 7516 3999 6305 2604 7296 2425 8331 3408 4234 6448 2216 3467 1608 1281 5187 5349 6548 4123 1682 3986 2252 
1043	48	360	30	578 7593 2655 4606 5508 8012 5824 2226 5259 4516 1962 798 7739 2384 4491 286 893 8204 463 6979 8552 381 261 4379 8381 7025 6091 7663 4790 3317 2121 2045 3462 6790 7022 8897 6116 7063 7601 8707 412 
1143	48	330	31	8500 3824 154 1168 8742 4101 8460 3613 4439 1893 4282 2346 5709 2269 2368 1675 5807 8941 7803 8229 460 8378 1831 8698 5048 8126 115 4761 6013 3880 7609 5365 2339 4076 8589 2979 1531 370 4950 7474 419 
412	48	18	32	1317 2612 668 2635 2454 5660 8113 3539 3673 7380 5888 119 3674 5318 5826 6284 4147 3345 8658 6066 7552 3083 5065 2449 677 5325 5771 8793 8354 3174 7459 7705 2899 7277 5342 6392 6001 416 2750 2062 5913 
783	48	495	33	7811 5032 5838 4314 1489 5539 4222 731 1830 2547 4042 3690 3102 4708 3856 1500 6067 4492 7292 5163 8372 2447 7300 8751 2357 5751 6936 9002 6174 6846 3202 1642 6946 6798 3370 2026 5934 2353 6236 8556 293 
876	48	572	34	5392 556 997 2926 7876 8294 179 253 4203 4785 2087 4204 3442 6579 5547 3292 6044 8962 4860 8844 3189 4092 3667 2708 6315 588 7855 7966 3919 7511 7665 2516 7319 5441 3113 8565 1808 3196 5131 3098 1511 
877	48	135	35	3923 3808 1207 1786 7388 7677 5070 3222 4551 796 4286 6108 4121 3107 1901 2019 521 1982 365 665 4843 7246 5144 563 2930 2728 5995 5489 7107 3456 2046 3393 1552 1641 862 7196 7728 7896 5859 359 1512 
1198	48	279	36	335 332 3063 3724 1923 3144 7115 5664 171 8407 5946 5416 7092 2206 4043 4127 4495 5901 1440 1755 1031 3836 4315 120 7642 5893 8450 4237 7124 7567 6795 5639 3035 5636 7993 8661 1470 5079 2972 721 7542 
769	48	384	37	151 622 621 212 8074 4327 1923 6902 8015 2784 5276 2135 6768 877 3458 1819 5193 5545 1371 3973 7432 1464 892 3748 4774 2203 5897 2971 6792 7274 415 4295 1606 8817 7505 724 6746 644 8701 5815 2105 
568	48	320	38	30 3866 3277 4573 8440 8324 3040 7119 7959 5252 1589 6285 7204 3184 5903 2035 417 4341 4375 503 6302 2442 679 5386 8394 1995 8204 2931 5533 3350 7109 6485 6792 6541 6890 7370 1970 6074 6331 6236 1458 
293	48	593	39	593 3710 1302 4320 5881 4228 4455 2948 5549 7729 4903 5546 799 978 5968 1695 1115 7770 1379 1464 1294 8040 1175 2608 5790 1274 7928 4379 8411 6862 1990 7275 1061 8728 6310 8707 7503 8303 2064 5540 
1018	48	252	40	3335 1302 5297 3806 6893 4221 4923 6478 8880 8881 6327 345 1526 2405 546 6968 5867 8595 8654 6188 5458 996 2461 2916 1337 3487 1931 5675 3267 4771 128 3465 7334 5301 6677 7312 6214 1477 7897 6078 
446	48	594	41	622 6966 982 7950 394 6080 6706 3108 3122 3105 8164 4533 3854 1560 328 2182 10 8222 4317 8228 2148 7236 7237 7105 8559 6057 4505 967 5518 3681 1996 2519 8914 7596 7894 686 245 1510 5956 8854 
103	48	535	42	8251 6852 8601 2631 3549 7033 3328 3684 4062 795 5824 3253 4672 1549 6325 3085 2504 995 4214 203 1313 6973 993 3669 3318 3262 5487 4569 6014 1557 783 2317 6540 5086 3110 7743 8454 3845 6693 377 
557	48	425	43	3907 8561 6597 4242 2840 2618 6459 7110 8279 3654 4909 4944 1968 5940 3101 8497 5868 8613 7988 2685 5162 1311 7806 7298 1344 6993 4115 6911 7880 8264 2632 5104 6402 5345 17 4642 6378 1534 2060 7727 
1053	48	469	44	8158 196 3530 4450 4574 4764 4455 1489 857 8863 1638 6645 5981 7410 7774 6224 7418 7197 7752 8167 3626 4505 3547 1514 4540 6633 7904 4603 1880 7080 4648 3464 3039 1063 8839 5852 5601 4976 2693 2101 
402	48	556	45	3827 1181 1176 1289 6126 4073 394 2947 5749 2944 7878 232 2785 5785 3690 7834 7057 543 522 3835 2389 1011 3488 4252 4716 1886 4547 7566 4877 6015 8874 6130 4394 2278 5423 7709 3843 2378 6219 8294 
991	48	222	46	8171 8071 4890 576 1183 6721 6742 3258 4922 7575 1980 1616 4900 6470 7559 1374 3851 3978 2017 2773 205 8046 7325 6063 8518 2702 6488 7127 8907 6711 1979 4529 3686 8958 1454 5704 7684 1760 1663 7509 
19	48	209	47	2562 2731 8507 2836 8075 8216 391 6878 1351 5485 6850 6436 794 1836 8194 2486 4825 5727 1457 2241 408 1212 8635 1336 2728 1954 2184 6177 6866 3158 480 2275 3428 15 6277 3035 3503 8766 7545 2398 
924	48	303	48	5426 4767 1123 4631 4102 6879 7657 8403 170 5728 1426 1942 3367 6200 7869 6208 5383 1171 4319 6886 98 5464 5539 9009 7045 6794 5228 8359 7607 7146 1978 1065 5226 7427 6415 8315 1666 5817 728 6670 
927	48	565	49	8051 1209 5394 3658 5084 800 4280 2988 2327 1837 852 6767 3106 6362 5964 936 912 146 5060 8208 2874 565 3740 3153 7940 6482 6345 8352 13 7082 4817 4939 4834 5615 722 1451 7211 4856 5212 4951 
317	48	559	50	6590 6856 3407 3774 8985 6742 7833 6622 2189 3832 2407 3290 1697 5927 1955 5961 349 5663 1295 2606 1091 4198 3333 5674 7040 5553 6737 5485 4605 1285 5476 4935 1556 6276 4396 7746 8581 5817 4799 
253	48	506	51	1002 601 2868 454 1265 4471 4756 5470 7131 2730 497 2524 8093 5829 6477 8869 4597 401 1675 3890 2077 1035 3918 5533 1491 8284 2959 1935 6614 8353 7782 3723 6899 6399 1060 7601 1844 413 1160 293 
508	48	370	52	1305 7285 3639 3865 391 63 8297 4559 8526 7368 1773 1735 1196 8710 183 8427 8961 4599 7556 2683 6580 2285 1330 5114 3134 4110 8694 5773 1020 4150 3038 6421 1188 5994 1601 8692 643 8667 8902 8768 
898	48	94	53	2596 8175 8177 763 6581 270 7225 4636 1900 5436 3551 6511 8677 6201 2506 5928 7803 1791 290 615 4116 4562 4509 5121 8459 7867 2552 5264 2335 1978 4391 3067 4667 1386 7361 238 6251 7895 2106 4954 
357	48	437	54	3922 1321 3862 1343 2925 5499 1605 7266 3439 2321 1634 1424 1427 3459 5095 222 8804 7696 2240 5060 4095 3668 5779 2973 4569 1968 8579 6889 3236 4019 3019 5412 8083 4405 4407 8181 8936 2004 5166 1766 
263	48	438	55	1106 2862 595 277 3920 5648 8018 2198 175 4645 7302 379 7648 1190 2480 5725 2118 1112 735 2033 3911 2517 447 5026 3131 126 2835 7820 3015 8999 7446 4074 5831 34 7742 2069 5919 5451 1516 6028 
911	48	567	56	4367 596 666 2842 2271 3323 1899 2197 7228 4293 2540 4149 2520 48 2529 3790 6100 1569 5104 7474 5380 2289 2811 1217 3354 3336 4502 8351 9020 7869 7079 8958 4156 5827 3227 3503 2995 5409 7541 5730 
601	48	323	57	1140 601 3925 3941 311 2023 3739 3777 4205 1545 1635 4417 2480 8848 6224 2814 143 3605 714 566 4116 7237 6669 1950 5209 3881 7574 5361 7588 6659 6791 4391 2992 1847 6755 5693 5690 7762 1976 240 
477	48	254	58	1208 5150 336 987 1288 2094 5880 5744 7341 7791 2801 626 3386 1738 2134 5943 8195 5567 4905 6641 6028 2448 7884 2870 8224 2601 4095 897 5023 8095 3136 487 7007 4715 8445 4070 5385 5839 8056 8648 
344	48	379	59	620 3687 2453 7139 5056 8449 1900 1052 5824 7450 6512 6204 730 2078 4 6180 548 4888 4090 2851 1116 8062 2700 567 6937 7823 8474 94 3528 3467 1287 7274 7275 2312 5650 351 7540 375 5974 
196	48	146	60	623 1306 7811 2842 3417 5058 6877 175 2755 1712 3578 2343 2561 4416 4531 1039 2174 6363 4992 5149 1357 2285 8775 5778 7234 4113 7128 8264 8793 5402 6291 7549 5934 6330 2142 2697 6372 435 1414 
37	48	86	61	8501 2299 7813 587 6810 2650 7281 1228 2096 3041 231 3730 3259 6434 2938 4924 4123 7636 4049 3697 8923 1407 2649 7397 140 8511 8060 7353 6735 7934 5484 3359 7628 2045 3463 1728 4915 8858 6230 
97	48	273	62	5177 669 5291 4761 3413 5111 7674 2306 4439 5644 6436 6784 4000 2558 3695 3256 3103 8800 6203 813 2626 4336 564 4219 4620 2180 388 5655 8416 4398 4390 3680 1649 4534 6075 6330 2695 1761 4255 
379	48	507	63	459 6496 8032 2869 8465 3756 7956 7955 5885 4106 1050 7243 853 2300 1197 1298 8300 282 2012 890 2914 5149 7809 4882 8205 2933 307 3402 267 3353 8125 5341 4734 4755 7740 646 1660 7725 729 
1130	48	171	64	3591 451 5710 5162 7799 6537 4104 3149 3584 1489 6755 8133 7324 976 8191 6064 8344 1272 816 6582 2440 5384 896 4253 1238 3153 76 5896 8450 8318 4544 8003 2550 3886 4052 3378 6548 6731 1046 
498	48	416	65	742 602 3497 488 2776 6125 3277 3272 8325 5505 2627 5642 3380 4696 4147 6561 6986 2622 3602 8433 2722 3587 443 1334 5752 7235 3264 6881 4540 8027 387 8458 6508 843 7833 8604 8664 1003 4852 
1008	48	201	66	6494 4367 5110 2872 5332 6455 3146 5358 7217 1942 4949 3389 6028 6368 8825 2143 1291 1013 5002 5062 5147 3729 5049 7965 7903 7148 1705 4423 5441 6131 2279 8959 5797 6239 6502 7117 7752 6231 1743 
1086	48	375	67	8609 1161 2908 5030 3440 8050 6895 5949 4220 171 3046 5252 8867 1984 1835 1058 2487 1967 8098 2381 345 7754 8906 1311 7888 3872 148 3401 7866 7864 8555 6914 4527 4159 6137 6077 3034 8914 4952 
1122	48	444	68	6857 2737 4306 4266 8748 8071 2292 702 4431 4458 6165 4908 4612 6853 1834 4065 1581 1018 2266 6069 5160 5282 8142 1319 6979 4776 5108 5556 553 3053 1069 1068 8999 7438 4072 8481 7626 3847 2102 
861	48	578	69	5013 2613 8509 2844 4897 6890 113 5528 2801 7209 4538 1770 6578 7154 7496 32 1252 2153 4217 6193 304 2818 445 5672 7020 7966 3312 1882 7007 6403 5953 8875 3784 8993 5575 4401 1537 8487 2418 
78	48	310	70	2659 2963 8748 766 3717 1787 8683 2800 3657 3304 797 928 1711 1836 7574 1618 1275 4381 7152 1373 5906 1467 1295 460 8038 5555 381 7232 1866 2189 5484 5652 2830 4174 5619 3374 6464 5854 8902 
697	48	324	71	5392 2284 2713 980 777 2828 3064 3045 3233 1542 3578 4419 2561 3252 7261 5547 407 4869 6322 6995 5788 2409 2725 3914 3952 3936 1797 5203 5658 1868 4235 5515 7618 31 7166 7641 3592 6727 2117 
1026	48	89	72	3593 865 1343 317 3757 8686 3584 6920 7349 971 7719 5377 4825 5278 3790 300 2262 5493 6303 5384 3935 8651 5030 7231 6177 1403 2536 5651 3509 4751 6390 4718 867 925 8730 2259 2356 3366 7726 
926	48	585	73	4365 1323 627 5489 552 6534 4514 2087 7348 7385 5250 1580 4516 6101 654 7514 1441 6242 6306 8732 7194 5160 2446 2141 8028 6735 3407 3359 373 2214 7584 5185 2978 6191 8763 8720 2008 7201 8818 
577	48	208	74	4188 5396 6110 7838 5102 5660 3793 4072 254 6539 4008 2340 3511 7634 8848 819 2248 8675 4858 403 991 5008 2647 3058 7786 7906 4694 5407 2273 1824 6776 7311 6564 6773 8486 8810 7895 5814 2355 
738	48	373	75	6596 3945 2435 2777 3410 5645 6623 7456 3439 4605 256 2986 5949 1502 3974 1376 8650 8653 3891 1037 784 2724 8044 4440 3356 8009 5552 8339 7629 5042 79 2275 4817 6658 4077 1972 5796 1530 4974 
500	48	64	76	1227 768 4726 887 5113 60 2497 3168 1886 5056 5947 975 4287 2131 7074 7075 4674 5588 6820 2817 896 206 2640 4197 610 616 3741 2181 7046 7863 8571 3059 5468 3312 5651 6001 6293 7164 8917 
630	48	411	77	29 8292 239 5071 5132 7096 6433 1964 992 1194 2742 4849 651 1378 3629 7921 3934 2856 4505 4775 6737 8630 5041 6425 4055 3688 4736 1557 6276 1727 8995 7687 7767 803 4582 8725 1381 926 2162 
879	48	495	78	8255 155 8420 8054 8178 5297 1952 5155 8409 7176 4769 8237 8540 7348 3384 3595 7206 7366 6204 5925 5901 1754 8162 2600 77 7487 5129 5754 7824 4648 6427 3396 5343 2994 5408 2166 1514 2062 2694 
894	48	555	79	3923 1934 5235 4633 15 7674 950 7631 3023 3255 6634 1111 2380 6698 403 2249 8803 7475 2264 3844 2428 6827 638 6639 3357 5992 4355 6919 2089 1432 4524 3684 6217 8814 7519 6106 8834 5815 
265	48	348	80	3901 5036 2618 114 4103 776 4636 4635 8469 7179 2346 3236 7619 6043 4003 7434 6029 6048 6091 2607 415 3747 3668 2313 5729 6442 5320 1248 4039 8338 4568 964 6540 6261 4395 2410 7404 290 8328 
538	48	87	81	623 5011 5391 5220 4185 3144 3003 277 4785 8115 4008 857 697 7240 4743 5259 3412 7367 8736 1118 7418 2680 5065 8398 1919 1591 6735 2184 7868 7023 6299 7608 6423 4178 7409 371 6929 826 8643 
985	48	376	82	4899 3121 8602 2986 7030 4025 4433 5767 6729 230 7136 5433 2834 6419 6347 1582 1890 2328 7329 650 329 424 2361 6581 8206 3622 4441 382 3522 7623 59 8007 3688 8080 5630 8997 5710 7506 2536 
725	48	518	83	5648 1323 3946 4655 3048 8467 3169 8299 5500 7837 40 4597 5923 410 1374 3489 11 1338 4192 2646 3400 7103 8060 3056 7649 4587 7441 3428 5401 6447 4527 4753 5447 6504 5690 7760 8530 5878 358 
48	48	196	84	6962 3758 1141 6595 1324 5155 8801 3143 3538 6729 8341 6518 1084 1162 7159 7559 7772 341 8044 2625 5024 5326 7008 122 6525 1884 5774 8053 6446 8954 1646 1643 6460 6655 5422 3849 370 4488 2758 
1163	48	118	85	1142 1789 8362 6967 5174 111 5745 5055 2944 7135 7134 4282 4066 3821 1257 527 5777 400 1118 8069 5008 8632 8147 1861 6848 7967 4036 5771 7320 5045 9023 6886 3227 30 8798 530 2060 3848 7545 
914	48	133	86	8256 2604 6830 4244 2298 6474 7011 5431 6648 1850 2329 6475 3125 8492 8969 6047 5801 1291 2241 3859 3629 4217 8371 3932 255 3152 8330 6734 4770 6801 7643 3788 4912 1297 4487 8484 413 8584 
430	48	227	87	2003 6615 4266 3617 6226 8685 4718 3864 5884 5942 4041 6769 8481 2538 8710 3187 2248 2245 7801 2870 6999 5008 3354 8572 7356 6176 8352 3174 3317 1647 3395 4298 3789 2279 8816 8482 2752 7768 
753	48	46	88	2993 624 4394 6980 1874 252 6458 4473 3735 5253 6786 2788 6689 2268 1252 2507 3841 2116 449 8298 245 2214 7126 6939 7843 4779 7378 2272 5612 8186 7214 2497 5529 8903 2375 805 1512 
91	48	315	89	8361 5117 2438 982 2634 7933 5661 5116 2093 3002 142 7795 7134 4695 1077 4726 4463 3317 4594 1523 811 2501 4090 3584 3833 6991 3332 6522 7040 6718 6174 2832 8796 4317 944 4864 7420 377 
1195	48	369	90	4335 8749 8213 218 4103 1878 2940 2524 6289 3691 4674 3 1372 1253 8829 3188 910 1259 569 1314 773 4881 5034 1130 4333 6521 7044 1936 4502 6841 8470 5266 1620 3964 8931 5565 4951 3198 
1175	48	486	91	1094 8030 195 707 4896 969 3140 3298 2985 69 1890 6083 3698 5560 3361 1610 1736 4590 2018 8718 1378 8828 8730 1317 1138 3939 209 8519 5109 3139 7274 4819 6654 2494 3014 7427 1663 1660 
393	48	501	92	5177 5048 8380 2195 6725 279 8237 3438 8193 26 3799 7304 1614 7364 6762 5784 5869 2684 6242 8372 5024 6627 76 3405 3352 4606 8531 1939 2975 3391 8947 3460 6298 4836 2798 2799 7680 6671 
247	48	542	93	3804 3800 5741 136 5602 398 8989 491 5431 836 1983 8913 3365 5438 2807 8599 8967 7530 2361 2746 8439 3950 3527 4033 6178 6526 4448 7125 5774 163 7257 2086 4719 7375 4424 1516 8746 1383 
1009	48	82	94	8230 7812 4349 3924 8038 4767 3042 5513 3419 5458 6668 4201 4929 1960 4823 6040 1039 324 1751 6808 5142 8774 4191 5989 1865 243 6480 4352 8957 4107 6015 17 6404 7213 1820 3090 471 1003 
273	48	437	95	7288 331 7856 8296 5989 2783 4121 7200 1527 2402 6308 2174 2368 6245 4865 2858 7397 3938 4880 8599 8633 1490 7235 6912 7001 5483 7907 372 6657 8824 1603 7213 5617 8858 8668 8656 2549 358 
548	48	268	96	1128 3906 7815 4307 6981 703 5882 258 2441 7790 3149 3114 5582 6289 3362 5985 6688 7198 7430 1117 367 2505 8162 7802 5735 8249 3726 8260 1562 1881 4649 2897 6131 548 5915 6691 5813 2356 
413	48	354	97	5116 5489 596 5664 1202 8400 1909 5641 4555 4344 2885 3792 8049 2015 2246 8845 2669 205 2812 3589 8457 6447 6934 6441 6952 7948 4175 6013 4817 1640 6774 3398 7576 51 2754 475 2061 1413 
831	48	457	98	8175 211 1328 4056 3757 4760 5523 5745 8685 5501 1811 5487 8883 5902 4868 1299 3183 7698 1342 6072 5062 4330 4030 6525 3288 6950 4233 5998 4792 5352 4139 8188 2215 7088 7501 8971 7546 3969 
384	48	325	99	216 1847 3635 314 7177 7037 7913 279 3068 2823 1830 5199 5451 5784 7510 933 911 1672 8902 8044 898 3483 616 383 8151 5836 4712 7447 908 6507 4878 5268 8276 8910 7202 5699 7892 1001 
734	48	572	100	3923 8173 8211 598 888 6168 7954 8328 8443 6923 977 7454 6287 6269 3047 4966 8064 8601 8513 4212 1132 1157 4884 444 3400 8578 6094 7906 4428 6353 1801 5425 5958 5444 519 8528 5877 8666 
637	48	304	101	7932 575 5474 7345 6701 8782 4438 5761 5355 4748 2523 3430 6477 7777 3973 1759 3976 5908 2910 2858 8373 8772 8200 5354 8378 4448 7029 4375 1043 6273 2555 2279 4719 4521 3096 1453 2377 292 
761	48	199	102	459 4241 4655 1482 6453 5600 7227 7130 7914 7242 5827 543 7263 5097 2740 3083 2265 3912 2463 1353 7299 2424 7641 5322 8572 4237 8533 8356 6546 6016 2319 3889 8764 3964 6038 7647 6687 2691 
1095	48	294	103	153 1160 71 4088 889 4187 4372 4209 1899 6942 3120 254 692 4166 4702 7362 818 6226 4989 1467 4337 8396 2818 7025 5321 4466 4462 8863 1436 5309 7277 9015 968 7661 8649 687 4068 7727 
1096	48	5	104	1164 3590 3594 761 4186 6601 4430 8546 5490 7958 7079 23 2820 2980 2666 4593 2805 3505 3763 2934 3403 125 5207 5754 5126 222 1025 4078 4130 7234 414 4831 3195 7744 6414 2374 1385 6416 
224	48	61	105	1320 4300 748 5178 986 7281 1897 84 4780 3452 5820 26 1715 7491 5193 4515 7536 6301 1012 1173 2875 2939 5027 8753 4609 3283 7271 1641 7252 3227 2823 7583 1472 2023 7463 1570 1416 848 
715	48	62	106	1322 4262 3823 4265 6986 2923 4948 393 7953 5306 3538 8688 3009 2541 1985 8195 4698 3479 8625 1392 8846 5000 8047 8206 8049 1790 3839 6959 6632 7780 4810 5263 5718 7372 7142 7299 2399 
214	48	476	107	603 1309 3325 3735 7916 7010 4226 3237 4383 5093 1155 1398 2246 2502 2075 5804 997 2460 612 440 4548 5893 3350 5896 5103 8558 8339 7242 902 1068 3393 5260 7144 2267 7968 5931 6697 
1179	48	339	108	2594 2471 1096 6220 115 7225 66 7382 1488 5275 2343 1310 7260 5545 407 2079 2742 3891 2039 3834 1315 2201 561 998 8200 6884 4560 8451 6672 7256 4816 5597 840 5573 7762 4489 4999 
941	48	65	109	1142 1602 4085 4181 3599 3630 5015 2785 6004 6478 1917 2056 5624 7199 7691 7417 4945 8514 1311 465 2850 4031 3330 7620 802 4604 7002 7488 4460 2831 6150 4054 1431 6656 945 8180 370 
495	48	49	110	1789 2733 8745 9016 3559 7131 6927 8520 8940 3382 1543 5435 5544 560 7430 734 6181 8843 427 2440 634 4318 8248 169 3316 6750 5227 5085 680 518 3843 6214 645 4583 433 2534 110 
401	48	596	111	2081 330 7344 5601 4653 5765 8434 7369 5548 5855 5627 2485 2984 5847 1113 1521 3893 2071 4524 2038 2648 2626 6586 4112 1293 484 2915 3176 7333 5440 2313 6216 1518 6033 1386 4951 7464 
