Students	9025
242	935 1168 1172 893
243	180 923 74 1009
244	153 883 84 1116
245	753 72 446 558
246	267 391 1017 115
247	1180 873 335 720
248	109 561 781 984
249	624 721 785 43
250	885 1102 1038 809
251	857 981 1079 419
252	737 611 153 753
253	112 1197 905 876
254	1095 577 12 168
255	582 1174 914 207
256	461 1186 738 264
257	979 743 13 406
258	803 548 305 180
259	191 236 1004 696
260	70 1012 1196 841
261	409 1043 743 16
262	228 931 511 731
263	262 925 803 284
264	525 1140 436 993
265	837 429 583 349
266	789 162 834 624
267	785 844 379 840
268	603 771 791 127
269	235 746 77 1194
270	898 137 180 799
271	137 741 72 1152
272	1109 80 748 1107
273	1138 1064 118 1101
274	124 832 241 706
275	997 971 572 1024
276	75 492 369 175
277	755 536 538 263
278	1181 981 716 118
279	384 750 393 113
280	613 588 202 585
281	1133 499 663 576
282	290 975 908 379
283	198 528 28 1172
284	409 845 130 492
285	1168 336 921 321
286	569 824 140 1043
287	98 730 490 625
288	763 684 193 1200
289	1070 1082 143 465
290	265 898 727 445
291	532 586 58 864
292	637 267 56 905
293	253 783 151 275
294	370 621 431 34
295	250 1046 445 28
296	1016 700 958 667
297	483 35 353 489
298	782 763 504 183
299	38 764 918 429
300	774 764 1026 649
301	118 801 920 968
302	512 938 67 106
303	1106 719 912 311
304	178 1103 1154 861
305	438 799 50 313
306	198 388 183 95
307	88 122 379 1153
308	864 699 589 618
309	968 475 1094 377
310	718 841 494 998
311	902 185 620 601
312	1007 784 16 759
313	617 275 42 919
314	384 930 396 977
315	426 197 231 241
316	328 410 278 1004
317	111 1026 974 1166
318	680 750 203 647
319	51 685 316 100
320	1046 623 739 745
321	343 132 542 109
322	848 659 485 439
323	653 1107 1002 81
324	826 875 405 1009
325	1142 606 502 901
326	279 281 436 699
327	56 242 403 31
328	446 403 433 896
329	462 1037 776 985
330	401 427 45 951
331	324 541 273 28
332	1198 827 929 52
333	292 916 225 327
334	447 93 327 1049
335	146 1198 86 403
336	983 477 864 1050
337	707 814 254 373
338	964 238 1002 34
339	669 1004 1199 88
340	698 117 617 1059
341	943 48 609 304
342	471 1128 62 827
343	626 1134 1021 578
344	467 374 971 867
345	320 718 1086 1018
346	917 716 21 381
347	125 752 643 327
348	329 325 1070 840
349	509 951 317 4
350	739 661 684 409
351	344 160 471 654
352	1137 966 562 476
353	142 42 1157 138
354	191 468 641 919
355	1089 192 699 177
356	459 816 639 549
357	687 120 31 571
358	725 129 1112 273
359	877 1177 965 658
360	258 1170 194 1097
361	772 38 359 537
362	903 755 143 602
363	887 358 1037 664
364	136 454 414 835
365	877 307 436 443
366	23 182 200 886
367	38 115 1064 548
368	705 610 226 268
369	995 972 71 482
370	531 48 941 1143
371	1158 57 241 538
372	1094 752 102 273
373	561 1060 959 926
374	615 309 821 628
375	486 344 226 433
376	136 421 862 235
377	668 91 103 136
378	1034 695 312 882
379	263 696 754 120
380	251 283 1171 86
381	456 78 1055 1043
382	191 82 985 752
383	475 257 384 390
384	166 403 161 150
385	291 720 884 1157
386	910 676 1049 789
387	498 171 31 260
388	97 128 1085 148
389	636 1197 1056 232
390	1101 184 181 1181
391	897 228 19 508
392	123 321 235 240
393	223 686 715 58
394	800 1066 446 402
395	737 444 895 602
396	378 579 817 81
397	1014 796 771 1111
398	755 247 1152 940
399	461 741 550 534
400	3 1163 629 566
401	182 253 668 1121
402	437 986 213 1101
403	287 577 894 159
404	470 492 1034 28
405	1194 23 42 901
406	67 77 499 222
407	1179 697 414 925
408	19 929 1068 972
409	809 198 947 282
410	725 1067 719 522
411	155 1056 871 807
412	1043 1082 773 517
413	298 253 652 914
414	532 90 1119 1096
415	769 88 265 1128
416	932 1187 1000 412
417	689 190 96 568
418	774 392 565 302
419	1143 773 929 1084
420	824 372 385 813
421	943 362 591 1097
422	159 334 262 241
423	183 454 667 452
424	985 968 108 1074
425	256 513 72 900
426	72 759 891 163
427	553 495 8 96
428	1045 486 971 1153
429	7 25 476 640
430	832 1118 628 726
431	444 100 96 960
432	825 205 400 1077
433	1148 495 959 858
434	396 824 605 527
435	109 196 864 145
436	184 796 887 1065
437	340 43 1121 444
438	125 1037 690 223
439	203 299 1047 977
440	214 133 893 364
441	443 274 352 400
442	867 1154 1149 1077
443	498 468 651 258
444	6 313 734 380
445	861 289 72 851
446	549 194 848 648
447	614 263 846 197
448	338 27 1056 1177
449	753 476 382 1150
450	1152 371 988 642
451	1130 206 110 429
452	685 325 627 1119
453	409 674 885 31
454	852 823 807 253
455	127 684 166 208
456	306 493 452 118
457	792 428 204 244
458	203 1003 838 225
459	912 761 764 379
460	26 693 1143 78
461	369 948 965 839
462	1149 1106 792 1140
463	194 858 1043 1030
464	439 703 1146 1196
465	605 281 941 134
466	736 421 1012 169
467	641 372 314 615
468	976 1180 151 292
469	661 1109 562 320
470	906 795 1191 416
471	899 773 1009 257
472	951 989 301 60
473	467 472 870 154
474	860 1090 1103 450
475	411 1069 41 413
476	429 42 516 1184
477	499 650 1114 885
478	1157 27 22 388
479	297 373 713 218
480	230 570 1148 19
481	52 294 681 455
482	1042 1101 197 1115
483	1045 1051 815 497
484	720 65 488 401
485	915 821 752 546
486	770 340 841 1190
487	477 202 463 940
488	498 642 940 447
489	863 1001 177 887
490	617 419 614 1050
491	533 735 306 247
492	18 1041 974 744
493	52 915 757 8
494	549 87 464 441
495	539 408 660 1132
496	1077 208 885 173
497	537 830 233 253
498	36 616 178 490
499	499 278 398 798
500	598 903 274 1169
501	1019 1177 767 829
502	183 445 336 552
503	1087 1137 745 568
504	234 855 255 859
505	8 551 1010 120
506	1064 1107 14 656
507	473 1180 216 271
508	824 107 920 86
509	525 946 150 30
510	636 1031 115 255
511	445 85 847 895
512	233 691 478 161
513	144 935 627 588
514	712 890 885 1136
515	993 546 547 893
516	206 257 373 740
517	866 1004 119 978
518	578 107 495 977
519	1183 1034 734 640
520	562 813 611 482
521	450 1151 877 628
522	1118 373 645 402
523	512 239 1072 1048
524	160 1181 1011 76
525	288 1162 11 322
526	657 1190 256 1046
527	1163 358 275 631
528	368 940 388 300
529	438 1080 213 1171
530	1163 309 632 53
531	1134 291 602 423
532	1059 660 399 92
533	717 864 316 795
534	621 255 139 1134
535	903 99 798 36
536	1073 386 654 1097
537	660 963 974 768
538	437 826 1186 206
539	955 1196 915 878
540	969 997 828 280
541	1050 1012 1062 70
542	667 944 961 1137
543	261 222 761 402
544	190 179 570 459
545	416 158 277 1199
546	539 1156 100 1018
547	32 75 408 15
548	290 243 344 548
549	621 423 953 684
550	451 762 149 1089
551	627 642 722 314
552	926 936 608 771
553	1122 434 1155 856
554	729 659 594 140
555	159 513 937 870
556	876 1065 652 830
557	229 699 267 820
558	1123 486 510 711
559	45 421 219 457
560	978 682 1116 495
561	348 1179 156 479
562	512 555 625 1114
563	274 672 877 1103
564	255 663 97 387
565	133 927 903 153
566	216 159 629 601
567	1036 742 344 497
568	723 415 671 1037
569	1127 339 1195 252
570	172 938 129 903
571	66 1072 179 711
572	740 744 1135 983
573	422 802 581 946
574	374 290 1097 857
575	558 256 637 369
576	200 29 805 991
577	1123 471 1057 867
578	1043 910 382 354
579	415 252 35 42
580	429 930 468 159
581	737 768 1007 223
582	116 452 765 129
583	1066 202 473 573
584	1084 770 916 1185
585	672 129 1161 739
586	124 1191 901 1002
587	37 501 142 730
588	305 226 876 383
589	1176 994 582 1193
590	851 674 439 521
591	95 698 759 887
592	1047 459 754 693
593	293 1170 572 792
594	40 246 471 805
595	955 263 181 529
596	413 1133 911 1093
597	160 959 1071 134
598	734 238 187 920
599	968 810 532 484
600	323 45 288 51
601	253 179 874 601
602	137 99 498 220
603	582 214 88 670
604	150 208 290 623
605	660 271 23 944
606	1156 466 492 959
607	804 592 1064 70
608	653 522 1160 246
609	419 623 694 892
610	527 849 500 12
611	1024 815 940 1120
612	829 473 1148 214
613	201 104 752 348
614	85 117 627 621
615	864 898 74 620
616	828 384 702 500
617	958 729 881 1010
618	470 86 722 996
619	197 339 1041 1156
620	344 674 986 1111
621	28 1064 866 769
622	446 769 858 880
623	196 370 641 538
624	226 233 753 917
625	880 539 340 104
626	203 477 323 164
627	1167 1015 1050 926
628	385 689 151 442
629	470 755 1058 544
630	12 682 1170 807
631	999 621 215 133
632	735 639 1016 64
633	1138 118 700 107
634	210 28 495 890
635	960 499 663 591
636	1168 634 27 897
637	468 229 484 728
638	628 894 300 952
639	58 374 211 1069
640	522 143 709 1001
641	292 156 679 1113
642	238 589 516 411
643	508 246 350 79
644	769 1061 50 673
645	1159 718 990 495
646	379 475 199 1135
647	208 589 836 294
648	648 1048 786 134
649	624 1077 554 1064
650	153 659 985 820
651	44 630 1182 686
652	176 143 387 710
653	959 422 1105 1044
654	190 926 1093 632
655	1184 420 153 913
656	587 666 1042 527
657	1007 1048 351 701
658	61 90 918 276
659	241 759 266 790
660	117 1123 1190 11
661	1178 1013 115 661
662	127 614 731 730
663	41 119 581 770
664	785 741 292 406
665	515 877 81 1007
666	911 478 112 423
667	76 1184 992 65
668	804 333 807 412
669	1020 97 1105 359
670	578 159 635 881
671	590 383 717 137
672	352 1134 49 1142
673	1168 987 327 383
674	1003 87 437 1030
675	569 25 377 1190
676	739 1097 888 1119
677	412 29 248 1147
678	829 250 787 377
679	192 202 568 1192
680	116 492 994 495
681	792 624 198 567
682	984 706 674 449
683	597 1091 928 53
684	1151 107 963 415
685	455 82 169 752
686	446 885 159 137
687	138 1003 388 1095
688	812 884 29 526
689	607 1134 440 305
690	1155 627 1080 87
691	978 1011 813 1041
692	1095 886 1118 327
693	895 170 1158 1178
694	442 244 73 417
695	594 915 932 847
696	628 235 518 780
697	538 684 311 149
698	66 760 295 635
699	368 145 423 592
700	923 151 470 20
701	1127 852 105 54
702	995 201 1036 1122
703	125 922 548 1093
704	722 307 134 845
705	250 815 1010 1013
706	476 782 281 1022
707	1036 1175 834 419
708	1098 617 851 1181
709	942 574 338 516
710	622 994 1111 176
711	1146 716 847 321
712	163 144 708 1084
713	1045 496 648 636
714	582 601 232 237
715	1125 593 1038 351
716	771 956 1040 136
717	744 933 688 825
718	1191 1154 123 173
719	986 797 382 597
720	575 666 49 585
721	17 1198 701 1012
722	815 927 256 202
723	125 951 1193 46
724	769 505 1113 616
725	749 488 107 515
726	739 341 889 727
727	1024 466 611 915
728	924 593 981 1055
729	788 379 864 248
730	882 1092 344 1110
731	464 980 207 783
732	440 6 162 1116
733	1152 469 53 417
734	495 511 658 1071
735	390 951 639 263
736	1039 286 119 1108
737	1057 591 2 572
738	815 976 743 558
739	62 236 178 245
740	190 587 163 309
741	183 563 904 830
742	936 498 917 246
743	1048 323 636 254
744	521 513 54 114
745	251 718 14 922
746	68 520 955 345
747	491 642 537 150
748	499 640 224 83
749	712 756 216 82
750	460 22 523 456
751	1189 26 43 513
752	422 581 206 1174
753	440 778 1027 1035
754	731 590 343 1146
755	146 750 479 939
756	422 774 994 804
757	814 240 619 93
758	903 542 346 1010
759	319 817 778 603
760	1109 67 534 616
761	1096 482 546 832
762	1085 961 964 60
763	613 112 682 898
764	962 667 635 195
765	79 1180 353 336
766	78 1138 830 229
767	1062 713 425 709
768	500 1134 729 616
769	312 559 737 504
770	480 854 12 28
771	445 1157 125 342
772	728 391 968 51
773	686 1140 656 1195
774	741 836 274 1128
775	1064 359 24 458
776	493 21 265 1145
777	677 236 453 697
778	547 192 80 529
779	945 789 594 636
780	67 830 388 964
781	232 1174 582 523
782	596 762 427 1071
783	795 649 103 559
784	738 1113 634 2
785	1081 209 989 935
786	1004 642 149 550
787	1082 282 1077 1087
788	188 533 80 905
789	174 272 798 1120
790	736 803 801 270
791	239 173 1042 727
792	1129 534 1168 1106
793	1015 287 875 978
794	1161 148 818 19
795	103 1077 211 545
796	368 938 877 825
797	78 58 1078 1023
798	501 309 1043 859
799	86 438 293 143
800	1132 927 796 447
801	668 997 242 701
802	248 941 1127 1029
803	630 152 1011 226
804	1055 241 766 531
805	946 815 753 138
806	186 795 481 813
807	312 206 1113 210
808	222 157 1176 620
809	1112 871 1147 542
810	169 786 916 1177
811	189 34 91 596
812	74 967 318 26
813	888 156 97 1139
814	612 1120 504 690
815	484 904 771 908
816	236 136 1130 501
817	749 599 696 410
818	1095 421 935 381
819	204 577 1181 1137
820	634 471 1109 174
821	260 661 615 87
822	421 331 532 84
823	997 566 462 488
824	992 681 735 849
825	355 114 812 1079
826	538 118 576 89
827	50 1021 638 760
828	864 1055 1193 657
829	1116 762 996 9
830	255 965 111 667
831	305 567 779 361
832	87 840 925 759
833	95 213 712 100
834	974 274 284 693
835	624 741 818 101
836	1028 247 799 1080
837	126 54 55 107
838	162 1066 1184 522
839	771 537 122 147
840	1084 1074 429 1179
841	1088 925 275 847
842	187 604 839 146
843	26 498 286 292
844	233 251 846 1037
845	747 464 81 792
846	440 717 333 794
847	929 87 264 319
848	683 922 224 468
849	144 812 513 501
850	964 961 108 389
851	1146 1168 1081 14
852	16 1161 889 927
853	866 246 379 1153
854	520 890 397 39
855	1155 712 463 1015
856	1080 1121 511 623
857	1053 226 538 750
858	1111 772 1076 571
859	567 579 23 1032
860	1022 143 683 525
861	892 635 812 252
862	79 20 61 877
863	547 90 1124 45
864	113 1196 421 748
865	1038 696 27 1026
866	417 88 547 489
867	177 1026 678 6
868	564 787 1170 714
869	519 532 343 451
870	595 883 419 754
871	18 977 802 257
872	587 321 1042 1187
873	970 1065 589 75
874	1148 453 1119 420
875	95 486 963 782
876	75 824 695 561
877	343 230 769 168
878	733 803 314 1004
879	200 490 366 505
880	996 843 361 906
881	345 565 626 449
882	280 193 233 364
883	1100 525 201 967
884	238 808 237 1156
885	546 392 664 660
886	572 243 21 760
887	1184 500 777 621
888	678 1145 734 418
889	1033 1095 933 462
890	313 96 488 379
891	295 1029 176 8
892	769 275 5 834
893	464 512 1043 862
894	283 1047 1126 524
895	119 358 515 420
896	367 1130 1054 500
897	477 1168 297 723
898	25 673 983 384
899	22 747 569 115
900	1031 665 573 1041
901	730 441 132 324
902	689 365 955 214
903	925 369 311 300
904	202 947 554 16
905	173 1189 986 1110
906	482 362 713 197
907	192 325 255 862
908	599 547 384 592
909	212 756 919 1178
910	1072 666 933 1195
911	252 181 384 579
912	28 358 226 927
913	713 334 131 261
914	531 130 77 8
915	620 449 589 795
916	908 77 281 1028
917	610 1067 274 713
918	231 650 466 833
919	814 771 30 1027
920	1097 228 29 305
921	795 363 892 921
922	690 936 278 107
923	22 821 337 473
924	1151 978 631 193
925	87 1026 483 690
926	1189 630 34 667
927	31 481 1066 506
928	1000 12 795 78
929	544 474 334 1183
930	334 1013 787 980
931	269 905 131 1114
932	157 518 690 277
933	295 845 7 384
934	1014 881 385 386
935	457 24 235 178
936	261 966 1 927
937	392 657 31 873
938	701 836 421 319
939	340 324 995 1132
940	653 1107 525 323
941	839 1030 80 256
942	1161 764 839 1022
943	597 223 8 115
944	804 91 1188 155
945	888 941 396 869
946	1117 755 220 749
947	967 702 1153 757
948	881 126 86 200
949	989 701 127 70
950	529 426 894 1152
951	330 304 1154 688
952	478 584 437 106
953	453 747 947 758
954	1038 309 332 56
955	165 1158 124 944
956	590 165 836 1027
957	834 1119 623 434
958	636 868 937 1110
959	1109 942 497 937
960	1060 1027 904 149
961	81 133 1099 223
962	106 1002 1102 531
963	664 46 1084 766
964	389 702 932 265
965	71 604 768 1190
966	706 593 257 213
967	360 646 446 540
968	315 1095 799 429
969	1175 1139 884 1169
970	425 1168 562 827
971	1026 1145 120 1094
972	1073 592 166 68
973	1049 657 3 828
974	87 223 172 793
975	1075 500 909 1155
976	1130 380 1033 1167
977	734 236 1004 391
978	852 293 935 923
979	1058 892 152 758
980	1112 1185 855 697
981	1038 1077 355 1146
982	166 91 848 446
983	1194 1049 590 554
984	1114 551 707 530
985	76 60 415 965
986	711 224 728 398
987	517 477 948 206
988	111 1065 489 1187
989	759 280 602 940
990	422 1004 829 687
991	577 333 1056 543
992	463 630 267 61
993	103 261 434 989
994	314 245 650 222
995	103 167 606 33
996	431 1018 737 686
997	940 214 876 928
998	1179 386 1078 217
999	978 875 992 467
1000	1093 390 907 266
1001	512 441 384 1049
1002	108 1024 1113 253
1003	549 498 721 1009
1004	382 614 996 1049
1005	726 869 298 119
1006	489 1186 907 1006
1007	796 1007 433 901
1008	40 480 825 164
1009	1147 188 962 1028
1010	238 39 360 245
1011	402 100 236 186
1012	1187 224 1110 491
1013	921 594 232 1008
1014	123 564 829 177
1015	835 1157 1176 127
1016	531 1077 940 200
1017	89 416 340 45
1018	1122 678 975 168
1019	296 381 165 494
1020	701 648 633 508
1021	685 407 582 211
1022	885 953 901 709
1023	40 471 370 796
1024	517 849 261 716
1025	1096 600 396 136
1026	846 803 216 443
1027	1116 851 600 822
1028	910 976 47 250
1029	258 900 504 1142
1030	1040 887 1180 749
1031	1040 1198 688 978
1032	75 457 707 183
1033	976 907 871 1068
1034	782 1001 746 278
1035	253 104 198 782
1036	989 71 945 560
1037	738 751 564 110
1038	862 1010 80 536
1039	869 1009 476 196
1040	675 368 388 997
1041	711 230 63 86
1042	812 695 362 726
1043	959 637 1146 366
1044	531 1070 952 279
1045	296 1029 910 471
1046	696 654 836 1130
1047	1094 276 488 647
1048	523 798 1135 632
1049	118 316 241 802
1050	379 740 942 1044
1051	583 129 1004 1081
1052	344 312 819 997
1053	636 294 886 202
1054	337 1189 270 359
1055	722 891 189 607
1056	958 778 890 1158
1057	652 996 397 617
1058	1148 1086 1186 975
1059	305 960 833 775
1060	209 892 253 484
1061	293 309 668 318
1062	333 1156 62 975
1063	105 843 1053 1029
1064	527 539 345 516
1065	153 314 924 474
1066	1092 114 165 1125
1067	966 181 199 749
1068	214 1035 1122 564
1069	575 131 733 1122
1070	996 558 329 419
1071	840 730 625 713
1072	123 627 441 953
1073	537 146 423 360
1074	986 1048 277 865
1075	1183 134 57 551
1076	246 1094 594 65
1077	751 817 956 91
1078	935 540 105 1199
1079	1057 32 774 1077
1080	587 735 918 429
1081	223 1132 841 328
1082	1125 841 604 339
1083	757 722 913 259
1084	660 971 48 1016
1085	1077 922 1140 399
1086	504 232 528 475
1087	1098 529 722 707
1088	585 64 522 1167
1089	709 694 1141 466
1090	858 533 478 1181
1091	382 317 471 52
1092	1108 565 327 1120
1093	1062 192 1170 678
1094	1175 968 529 264
1095	994 659 651 690
1096	143 1004 664 1179
1097	287 754 496 398
1098	337 481 646 542
1099	632 1132 955 60
1100	535 235 754 672
1101	785 62 205 207
1102	212 481 30 444
1103	1126 640 892 938
1104	858 1139 1138 547
1105	699 561 816 123
1106	283 263 243 636
1107	853 431 312 1107
1108	147 700 101 553
1109	1042 348 289 950
1110	481 470 442 377
1111	690 923 894 96
1112	970 574 487 263
1113	937 401 809 386
1114	374 260 974 786
1115	939 587 293 937
1116	344 546 107 272
1117	548 1141 602 1014
1118	1163 538 671 142
1119	539 611 969 837
1120	303 1194 431 236
1121	387 18 160 789
1122	444 706 1088 191
1123	606 197 819 924
1124	618 373 158 280
1125	371 895 932 560
1126	1190 708 25 778
1127	231 11 221 741
1128	75 830 548 651
1129	1110 727 54 1036
1130	304 13 174 1195
1131	353 434 420 1073
1132	621 951 521 734
1133	612 915 585 333
1134	400 1109 234 535
1135	659 744 854 562
1136	573 966 604 101
1137	271 1025 617 1112
1138	1175 168 945 473
1139	1117 859 960 704
1140	601 810 324 934
1141	731 48 519 642
1142	205 636 1163 941
1143	883 399 256 479
1144	893 958 342 667
1145	904 706 694 1004
1146	947 611 240 1127
1147	822 872 434 617
1148	599 1046 504 7
1149	507 565 907 168
1150	777 1183 438 475
1151	545 342 267 534
1152	156 980 929 167
1153	825 868 552 553
1154	642 373 1020 691
1155	421 214 854 154
1156	220 1157 298 669
1157	1048 647 734 11
1158	154 54 1173 458
1159	79 859 624 1055
1160	779 1095 253 966
1161	1086 423 917 41
1162	1108 700 378 48
1163	824 325 606 537
1164	773 897 1096 1029
1165	436 466 22 370
1166	659 1139 805 945
1167	517 1067 1190 69
1168	22 646 673 1143
1169	967 503 134 917
1170	122 346 945 259
1171	924 1137 694 698
1172	764 355 245 270
1173	224 868 482 63
1174	444 1071 32 440
1175	1083 556 354 293
1176	402 972 1030 1020
1177	514 566 868 58
1178	111 933 708 1098
1179	913 1126 256 590
1180	978 60 611 781
1181	564 52 402 680
1182	737 154 52 7
1183	1183 991 1021 1120
1184	1167 53 1107 456
1185	420 1197 521 969
1186	692 198 230 709
1187	693 9 1169 590
1188	505 508 490 155
1189	184 844 1154 373
1190	624 263 711 408
1191	178 1055 773 185
1192	245 64 1148 695
1193	1044 1014 790 510
1194	630 102 272 558
1195	1173 1089 724 1180
1196	1154 508 481 46
1197	606 379 743 682
1198	331 1118 158 38
1199	364 946 417 316
1200	56 870 627 582
1201	1177 264 948 968
1202	207 413 23 713
1203	665 649 589 1124
1204	419 958 306 85
1205	807 1173 181 597
1206	437 332 198 284
1207	532 219 307 877
1208	995 432 477 935
1209	746 927 657 62
1210	1019 1174 134 421
1211	168 992 244 721
1212	19 244 595 261
1213	918 995 481 54
1214	1197 235 1154 880
1215	1124 380 646 491
1216	1173 341 970 878
1217	864 308 911 282
1218	181 228 358 1002
1219	146 935 705 1150
1220	606 1055 611 364
1221	1170 540 501 270
1222	182 464 32 289
1223	1183 820 375 955
1224	640 275 650 1139
1225	618 338 107 969
1226	1150 828 789 858
1227	195 348 1118 500
1228	37 431 944 678
1229	281 698 997 312
1230	839 937 995 479
1231	891 710 30 930
1232	1060 1180 530 507
1233	804 763 251 122
1234	974 1118 115 1181
1235	1010 139 837 282
1236	611 827 952 950
1237	1084 827 1118 105
1238	167 189 331 1130
1239	706 233 792 433
1240	264 972 928 447
1241	799 842 1083 551
1242	142 883 1064 187
1243	833 691 386 236
1244	686 806 1160 612
1245	1196 1010 1129 867
1246	511 492 542 631
1247	85 572 300 1100
1248	265 167 1176 478
1249	1181 534 744 559
1250	871 980 869 449
1251	204 547 692 12
1252	42 753 407 861
1253	533 532 1159 1195
1254	470 1140 121 901
1255	1199 843 264 443
1256	542 29 367 515
1257	684 588 1163 964
1258	392 836 923 1144
1259	1195 745 4 1146
1260	433 210 358 806
1261	1066 334 184 169
1262	327 913 443 1021
1263	246 976 38 1090
1264	1189 1048 968 1167
1265	102 935 782 253
1266	267 619 249 1017
1267	544 995 1089 321
1268	689 636 1166 275
1269	615 482 638 910
1270	994 711 363 670
1271	550 348 786 816
1272	934 1130 284 200
1273	534 367 400 77
1274	1111 293 971 647
1275	78 311 511 907
1276	199 999 882 279
1277	490 424 50 758
1278	670 965 709 775
1279	58 1158 426 1148
1280	225 127 375 156
1281	164 530 1161 76
